event_id,timestamp,vendor_id,account_id,device_id,auth_result,MFA_status,role,access_zone,off_hours,new_device,event_label,incident_id,risk_probability,predicted_label,actual_binary
VPN-00917,2026-06-20 21:19:58+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-B,YES,NO,NORMAL,,0.021685439825259428,NORMAL,0
VPN-01017,2026-06-24 22:58:36+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.021449197836704594,NORMAL,0
VPN-00579,2026-06-19 19:32:17+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,,0.021283764641700533,NORMAL,0
VPN-00556,2026-06-18 03:25:55+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,GATE-B,YES,NO,NORMAL,,0.021152524618070854,NORMAL,0
VPN-00693,2026-06-02 16:26:55+00:00,V008,ACC0030,DEV0059,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.021134003343118005,NORMAL,0
VPN-00028,2026-06-24 01:39:30+00:00,V001,ACC0001,DEV0001,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.021104782359886665,NORMAL,0
VPN-01270,2026-06-23 13:50:42+00:00,V004,ACC0002,DEV0003,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.02105681461427313,NORMAL,0
VPN-00086,2026-06-30 14:21:54+00:00,V006,ACC0016,DEV0031,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.020966013800159188,NORMAL,0
VPN-00031,2026-06-25 02:52:38+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,GATE-A,YES,NO,NORMAL,,0.02095867172223392,NORMAL,0
VPN-00504,2026-06-01 03:20:33+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.020925303815769673,NORMAL,0
VPN-01607,2026-06-27 03:52:51+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.02076318382802535,NORMAL,0
VPN-01095,2026-06-04 23:09:39+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.02074752769095506,NORMAL,0
VPN-00019,2026-06-14 17:31:48+00:00,V006,ACC0036,DEV0071,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.020744210702267216,NORMAL,0
VPN-01107,2026-06-28 07:47:41+00:00,V004,ACC0022,DEV0043,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.02064503129986837,NORMAL,0
VPN-01604,2026-06-14 06:05:30+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.0206122656751061,NORMAL,0
VPN-01258,2026-06-13 22:40:54+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,GATE-B,YES,NO,NORMAL,,0.02059360040334817,NORMAL,0
VPN-00738,2026-06-29 23:40:43+00:00,V017,ACC0033,DEV0065,SUCCESS,YES,NetworkVendor,YARD-B,YES,NO,NORMAL,,0.020563371916518833,NORMAL,0
VPN-00499,2026-06-30 06:28:31+00:00,V004,ACC0022,DEV0043,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.02051793857384546,NORMAL,0
VPN-00375,2026-06-04 06:02:16+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,GATE-B,NO,NO,NORMAL,,0.020500309170351737,NORMAL,0
VPN-01500,2026-06-11 03:10:02+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,GATE-B,YES,NO,NORMAL,,0.02003033008929876,NORMAL,0
VPN-01006,2026-06-10 07:40:19+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.02001601707546366,NORMAL,0
VPN-00247,2026-06-03 10:06:53+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.019942167920594424,NORMAL,0
VPN-00732,2026-06-03 23:41:58+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,YARD-B,YES,NO,NORMAL,,0.01986984438042793,NORMAL,0
VPN-00106,2026-06-01 04:47:25+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,YARD-B,YES,NO,NORMAL,,0.019805014913005823,NORMAL,0
VPN-01303,2026-06-16 18:09:05+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-B,NO,NO,NORMAL,,0.01979628561132304,NORMAL,0
VPN-00632,2026-06-09 06:48:21+00:00,V009,ACC0037,DEV0073,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.019755740876227702,NORMAL,0
VPN-00540,2026-06-15 15:15:33+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.019728634927305637,NORMAL,0
VPN-00352,2026-06-29 02:25:34+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.0193843511033403,NORMAL,0
VPN-01799,2026-06-15 14:24:32+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.019118779052877583,NORMAL,0
VPN-01553,2026-06-11 12:02:57+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.018963974644057174,NORMAL,0
VPN-01003,2026-06-23 21:43:34+00:00,V005,ACC0029,DEV0057,SUCCESS,YES,AutomationVendor,OT-ZONE,YES,NO,NORMAL,,0.018893552935518785,NORMAL,0
VPN-00296,2026-06-25 16:01:23+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.018873985533892253,NORMAL,0
VPN-00974,2026-06-12 13:50:59+00:00,V006,ACC0016,DEV0031,SUCCESS,YES,CraneVendor,YARD-C,NO,NO,NORMAL,,0.01857444894419416,NORMAL,0
VPN-01573,2026-06-07 08:30:50+00:00,V011,ACC0031,DEV0061,SUCCESS,YES,CraneVendor,YARD-C,NO,NO,NORMAL,,0.018415169849242314,NORMAL,0
VPN-01373,2026-06-01 05:37:14+00:00,V012,ACC0058,DEV0015,SUCCESS,YES,NetworkVendor,OT-ZONE,YES,NO,NORMAL,,0.01838917524302908,NORMAL,0
VPN-01703,2026-06-19 15:42:38+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.01834790293191344,NORMAL,0
VPN-00683,2026-06-19 12:47:57+00:00,V016,ACC0026,DEV0051,SUCCESS,YES,CraneVendor,OT-ZONE,NO,NO,NORMAL,,0.01834105647296054,NORMAL,0
VPN-01739,2026-06-28 18:24:27+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.018318643568318724,NORMAL,0
VPN-01437,2026-06-21 19:10:06+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.018318643568318724,NORMAL,0
VPN-00966,2026-06-09 20:11:01+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,YARD-B,YES,NO,NORMAL,,0.01818384694278051,NORMAL,0
VPN-00468,2026-06-30 05:41:20+00:00,V005,ACC0029,DEV0057,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.018078646232842725,NORMAL,0
VPN-01141,2026-06-07 17:25:13+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.017973740266327965,NORMAL,0
VPN-01133,2026-06-03 17:22:19+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.017967435632545468,NORMAL,0
VPN-00750,2026-06-10 16:59:56+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,YARD-B,NO,NO,NORMAL,,0.017953008501704178,NORMAL,0
VPN-00947,2026-06-13 21:16:19+00:00,V010,ACC0024,DEV0047,SUCCESS,YES,AutomationVendor,GATE-B,YES,NO,NORMAL,,0.017889023336399835,NORMAL,0
VPN-01417,2026-06-03 13:19:08+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.017837880165900846,NORMAL,0
VPN-01631,2026-06-05 17:10:41+00:00,V006,ACC0016,DEV0031,SUCCESS,YES,CraneVendor,GATE-B,NO,NO,NORMAL,,0.017672182306528693,NORMAL,0
VPN-01601,2026-06-04 22:05:53+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,CRANE-ZONE,YES,NO,NORMAL,,0.017600422063111493,NORMAL,0
VPN-00465,2026-06-23 10:08:51+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.017579851823203888,NORMAL,0
VPN-01672,2026-06-16 15:01:56+00:00,V017,ACC0013,DEV0025,SUCCESS,YES,NetworkVendor,OT-ZONE,NO,NO,NORMAL,,0.017552693571481783,NORMAL,0
VPN-00166,2026-06-25 18:24:29+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.01754959782965204,NORMAL,0
VPN-00607,2026-06-13 18:32:33+00:00,V009,ACC0057,DEV0013,SUCCESS,YES,MaintenanceVendor,YARD-B,NO,NO,NORMAL,,0.017465738195104226,NORMAL,0
VPN-00647,2026-06-01 07:32:20+00:00,V017,ACC0013,DEV0025,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.017375929315334774,NORMAL,0
VPN-00539,2026-06-16 17:22:59+00:00,V004,ACC0042,DEV0083,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.017240037769347433,NORMAL,0
VPN-01079,2026-06-11 17:33:43+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.01722333889048465,NORMAL,0
VPN-01634,2026-06-21 14:34:31+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.017188767260713098,NORMAL,0
VPN-00397,2026-06-14 12:26:30+00:00,V002,ACC0048,DEV0095,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.01714274752463863,NORMAL,0
VPN-00091,2026-06-04 17:43:45+00:00,V004,ACC0022,DEV0043,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.016972572611382408,NORMAL,0
VPN-01298,2026-06-25 14:28:14+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.016853363394885735,NORMAL,0
VPN-00046,2026-06-06 06:52:15+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.016763913413263432,NORMAL,0
VPN-00957,2026-06-08 08:55:05+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.016713939370233712,NORMAL,0
VPN-00727,2026-06-08 18:15:15+00:00,V002,ACC0048,DEV0095,SUCCESS,YES,NetworkVendor,YARD-B,NO,NO,NORMAL,,0.016570296238840165,NORMAL,0
VPN-00328,2026-06-14 07:21:02+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.016514608474429038,NORMAL,0
VPN-01568,2026-06-03 22:17:32+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,YARD-B,YES,NO,NORMAL,,0.016414744806244316,NORMAL,0
VPN-01476,2026-06-04 22:33:59+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,GATE-B,YES,NO,NORMAL,,0.01641070667122026,NORMAL,0
VPN-00049,2026-06-22 06:29:36+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.01640518520073227,NORMAL,0
VPN-01701,2026-06-09 15:45:27+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.016255792454301293,NORMAL,0
VPN-01013,2026-06-22 10:28:12+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.01608734512417758,NORMAL,0
VPN-01169,2026-06-30 15:46:07+00:00,V004,ACC0002,DEV0003,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.016031041738275163,NORMAL,0
VPN-00804,2026-06-13 10:53:07+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,YARD-C,NO,NO,NORMAL,,0.01600078977406696,NORMAL,0
VPN-00518,2026-06-08 02:18:52+00:00,V005,ACC0009,DEV0017,SUCCESS,YES,AutomationVendor,YARD-C,YES,NO,NORMAL,,0.015982414767960768,NORMAL,0
VPN-00934,2026-06-23 22:44:17+00:00,V009,ACC0037,DEV0073,SUCCESS,YES,MaintenanceVendor,GATE-B,YES,NO,NORMAL,,0.015979219101242156,NORMAL,0
VPN-01287,2026-06-16 21:14:34+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,GATE-B,YES,NO,NORMAL,,0.015912492885292746,NORMAL,0
VPN-00256,2026-06-12 15:52:33+00:00,V016,ACC0026,DEV0051,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.015858975299916946,NORMAL,0
VPN-01030,2026-06-05 19:08:47+00:00,V016,ACC0026,DEV0051,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.015791347028352633,NORMAL,0
VPN-00512,2026-06-11 19:11:48+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,GATE-B,NO,NO,NORMAL,,0.01572210695953851,NORMAL,0
VPN-00989,2026-06-15 18:39:17+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.015479388575155906,NORMAL,0
VPN-00689,2026-06-27 10:56:44+00:00,V005,ACC0049,DEV0097,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.015462927143360596,NORMAL,0
VPN-01389,2026-06-19 19:09:57+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.015399251036098608,NORMAL,0
VPN-00439,2026-06-08 14:16:32+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.015277828244551506,NORMAL,0
VPN-01765,2026-06-18 04:44:20+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,GATE-B,YES,NO,NORMAL,,0.01520818380061349,NORMAL,0
VPN-00071,2026-06-05 14:25:29+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,YARD-B,NO,NO,NORMAL,,0.014936403386316617,NORMAL,0
VPN-00600,2026-06-11 09:30:28+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.014931325388784092,NORMAL,0
VPN-00264,2026-06-01 15:20:32+00:00,V017,ACC0033,DEV0065,SUCCESS,YES,NetworkVendor,YARD-B,NO,NO,NORMAL,,0.014887327304396614,NORMAL,0
VPN-01256,2026-06-23 22:30:00+00:00,V010,ACC0024,DEV0047,SUCCESS,YES,AutomationVendor,YARD-A,YES,NO,NORMAL,,0.014818188535430675,NORMAL,0
VPN-00112,2026-06-01 12:55:08+00:00,V005,ACC0029,DEV0057,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.014808041574734521,NORMAL,0
VPN-01700,2026-06-03 13:43:56+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.014785789672197047,NORMAL,0
VPN-01339,2026-06-02 07:38:10+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.014739282518885798,NORMAL,0
VPN-00583,2026-06-03 19:44:33+00:00,V005,ACC0049,DEV0097,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.014508148180021153,NORMAL,0
VPN-00229,2026-06-14 08:42:27+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.014503695631095078,NORMAL,0
VPN-01613,2026-06-21 14:57:14+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.014491496557284936,NORMAL,0
VPN-00549,2026-06-05 18:15:04+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,GATE-A,NO,NO,NORMAL,,0.014470579909585652,NORMAL,0
VPN-01126,2026-06-29 03:56:51+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-B,YES,NO,NORMAL,,0.014251798229371055,NORMAL,0
VPN-01237,2026-06-21 00:38:24+00:00,V009,ACC0057,DEV0013,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,,0.014230863002012638,NORMAL,0
VPN-00630,2026-06-17 07:58:33+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,GATE-B,NO,NO,NORMAL,,0.014119026005471543,NORMAL,0
VPN-01632,2026-06-25 09:55:54+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.013921417509482115,NORMAL,0
VPN-00576,2026-06-15 11:00:22+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,OT-ZONE,NO,NO,NORMAL,,0.013914669091369096,NORMAL,0
VPN-01650,2026-06-11 13:28:57+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,CRANE-ZONE,NO,NO,NORMAL,,0.013874704832862565,NORMAL,0
VPN-01252,2026-06-28 18:06:18+00:00,V003,ACC0055,DEV0009,SUCCESS,YES,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.013793999770711387,NORMAL,0
VPN-00069,2026-06-06 10:28:18+00:00,V014,ACC0052,DEV0003,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.013762089172309927,NORMAL,0
VPN-00173,2026-06-12 15:40:46+00:00,V004,ACC0042,DEV0083,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.013735333305860352,NORMAL,0
VPN-00839,2026-06-09 17:36:01+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.013475223489143599,NORMAL,0
VPN-01348,2026-06-28 18:56:19+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.013363446206823948,NORMAL,0
VPN-01748,2026-06-11 11:14:50+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.013302788382456016,NORMAL,0
VPN-00891,2026-06-05 11:17:41+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.013005370607628219,NORMAL,0
VPN-00268,2026-06-29 16:53:55+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,CRANE-ZONE,NO,NO,NORMAL,,0.012977196482748267,NORMAL,0
VPN-00835,2026-06-04 07:42:50+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.012856983349414371,NORMAL,0
VPN-00640,2026-06-17 06:07:04+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.012823314570667084,NORMAL,0
VPN-00244,2026-06-01 05:17:58+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,YARD-B,YES,NO,NORMAL,,0.012816582192398744,NORMAL,0
VPN-01537,2026-06-14 11:47:42+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.01274165839928845,NORMAL,0
VPN-01359,2026-06-06 14:21:58+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.012721848595268068,NORMAL,0
VPN-00393,2026-06-15 07:40:24+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.012706905784401805,NORMAL,0
VPN-01165,2026-06-01 14:04:15+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,GATE-A,NO,NO,NORMAL,,0.012599149681700176,NORMAL,0
VPN-00151,2026-06-02 12:07:23+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.01236100290452314,NORMAL,0
VPN-00009,2026-06-20 10:02:54+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.012280201296150768,NORMAL,0
VPN-01468,2026-06-22 05:23:44+00:00,V009,ACC0037,DEV0073,SUCCESS,YES,MaintenanceVendor,GATE-B,YES,NO,NORMAL,,0.012203460090489358,NORMAL,0
VPN-00493,2026-06-28 12:03:45+00:00,V005,ACC0009,DEV0017,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.012144133509183658,NORMAL,0
VPN-00238,2026-06-17 09:23:24+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.012048857073698177,NORMAL,0
VPN-00070,2026-06-26 07:49:25+00:00,V015,ACC0039,DEV0077,SUCCESS,YES,AutomationVendor,YARD-A,NO,NO,NORMAL,,0.012007149425602373,NORMAL,0
VPN-01158,2026-06-06 07:32:29+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.011979805218436928,NORMAL,0
VPN-01226,2026-06-10 14:03:57+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,GATE-A,NO,NO,NORMAL,,0.011904754762555859,NORMAL,0
VPN-00446,2026-06-06 08:05:28+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.011894337246159467,NORMAL,0
VPN-00657,2026-06-09 06:15:38+00:00,V001,ACC0001,DEV0001,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.011866084666355508,NORMAL,0
VPN-01628,2026-06-30 06:57:30+00:00,V014,ACC0052,DEV0003,SUCCESS,YES,MaintenanceVendor,YARD-B,NO,NO,NORMAL,,0.01175078770181392,NORMAL,0
VPN-01690,2026-06-18 17:39:20+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.011704307348353201,NORMAL,0
VPN-01758,2026-06-23 17:59:11+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,YARD-C,NO,NO,NORMAL,,0.011697203197527395,NORMAL,0
VPN-01415,2026-06-28 06:45:18+00:00,V002,ACC0048,DEV0095,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.011610745979292764,NORMAL,0
VPN-01428,2026-06-19 16:41:31+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.011595117549619479,NORMAL,0
VPN-00217,2026-06-19 15:44:05+00:00,V008,ACC0010,DEV0019,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.011577578043004723,NORMAL,0
VPN-01192,2026-06-20 08:40:21+00:00,V002,ACC0048,DEV0095,SUCCESS,YES,NetworkVendor,YARD-B,NO,NO,NORMAL,,0.011577264180576446,NORMAL,0
VPN-00928,2026-06-25 06:17:29+00:00,V005,ACC0049,DEV0097,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.011572080604689101,NORMAL,0
VPN-01515,2026-06-25 13:20:40+00:00,V005,ACC0049,DEV0097,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.011564769743976468,NORMAL,0
VPN-01466,2026-06-26 09:36:37+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.0114424909828164,NORMAL,0
VPN-00090,2026-06-30 11:10:06+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.011440403027567953,NORMAL,0
VPN-01009,2026-06-29 07:29:10+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.011420093233232436,NORMAL,0
VPN-00533,2026-06-15 18:48:49+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.011405932425924081,NORMAL,0
VPN-00551,2026-06-14 11:53:17+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.011258239581344658,NORMAL,0
VPN-01503,2026-06-05 09:35:33+00:00,V018,ACC0060,DEV0019,SUCCESS,YES,YardVendor,YARD-A,NO,NO,NORMAL,,0.011069451041109936,NORMAL,0
VPN-00033,2026-06-03 16:08:10+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.010974322138986867,NORMAL,0
VPN-00444,2026-06-18 14:56:03+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,YARD-B,NO,NO,NORMAL,,0.010971395344448352,NORMAL,0
VPN-01335,2026-06-25 10:45:36+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,YARD-A,NO,NO,NORMAL,,0.010787806844677431,NORMAL,0
VPN-00535,2026-06-10 15:30:37+00:00,V005,ACC0049,DEV0097,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.010787071614959077,NORMAL,0
VPN-00850,2026-06-15 10:37:45+00:00,V009,ACC0057,DEV0013,SUCCESS,YES,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,,0.010773561242240796,NORMAL,0
VPN-01473,2026-06-29 06:33:26+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.010738421747297375,NORMAL,0
VPN-01729,2026-06-10 08:31:09+00:00,V016,ACC0026,DEV0051,SUCCESS,YES,CraneVendor,OT-ZONE,NO,NO,NORMAL,,0.010672330921442185,NORMAL,0
VPN-00713,2026-06-14 18:03:23+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.010638026072393055,NORMAL,0
VPN-01517,2026-06-06 07:46:10+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,YARD-A,NO,NO,NORMAL,,0.010609046247692197,NORMAL,0
