event_id,timestamp,container_id,yard_zone,gate_event,cargo_status,manifest_change,action,destination_code,event_label,incident_id
CARGO-00383,2026-06-08T14:13:10Z,CONT-004540,YARD-B,NONE,LOADED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00384,2026-06-20T07:06:06Z,CONT-003004,YARD-B,GATE_OUT,CLEARED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00385,2026-06-21T14:17:35Z,CONT-005539,YARD-A,GATE_OUT,LOADED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00386,2026-06-04T06:07:02Z,CONT-000990,YARD-B,NONE,IN_YARD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00387,2026-06-04T08:11:03Z,CONT-004352,YARD-B,NONE,RECEIVED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00388,2026-06-29T17:05:37Z,CONT-002659,YARD-B,NONE,LOADED,NO,LOAD,DST-A,NORMAL,
CARGO-00389,2026-06-28T19:31:47Z,CONT-008137,YARD-C,GATE_OUT,HOLD,NO,GATE_IN,DST-D,NORMAL,
CARGO-00390,2026-06-03T11:24:13Z,CONT-000216,YARD-A,GATE_OUT,HOLD,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00391,2026-06-20T08:17:35Z,CONT-007158,YARD-C,GATE_OUT,LOADED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00392,2026-06-30T18:10:34Z,CONT-006351,YARD-B,GATE_OUT,CLEARED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00393,2026-06-26T03:25:06Z,CONT-008472,YARD-C,GATE_IN,CLEARED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00394,2026-06-17T19:14:23Z,CONT-007358,YARD-C,GATE_IN,RECEIVED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00395,2026-06-10T10:48:16Z,CONT-004733,YARD-C,NONE,HOLD,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00396,2026-06-08T08:56:15Z,CONT-004173,YARD-C,GATE_IN,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00397,2026-06-23T04:59:10Z,CONT-001758,YARD-B,NONE,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00398,2026-06-29T06:22:30Z,CONT-003873,YARD-C,GATE_IN,IN_YARD,NO,UNLOAD,DST-D,NORMAL,
CARGO-00399,2026-06-13T14:28:25Z,CONT-003355,YARD-C,NONE,LOADED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00400,2026-06-29T17:47:32Z,CONT-001886,YARD-B,NONE,HOLD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00401,2026-06-17T16:50:20Z,CONT-007373,YARD-C,NONE,RECEIVED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00402,2026-06-20T07:08:57Z,CONT-003152,YARD-B,GATE_OUT,CLEARED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00403,2026-06-15T17:39:43Z,CONT-001885,YARD-B,GATE_IN,LOADED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00404,2026-06-29T19:31:40Z,CONT-008815,YARD-B,NONE,IN_YARD,NO,LOAD,DST-C,NORMAL,
CARGO-00405,2026-06-04T18:06:51Z,CONT-008190,YARD-C,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00406,2026-06-12T23:36:51Z,CONT-005225,YARD-A,GATE_OUT,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00407,2026-06-08T03:23:26Z,CONT-004064,YARD-C,NONE,LOADED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00408,2026-06-02T06:49:01Z,CONT-006735,YARD-C,NONE,RECEIVED,NO,LOAD,DST-D,NORMAL,
CARGO-00409,2026-06-17T06:56:09Z,CONT-000667,YARD-A,NONE,HOLD,NO,LOAD,DST-A,NORMAL,
CARGO-00410,2026-06-04T14:35:03Z,CONT-001982,YARD-A,NONE,HOLD,YES,MANIFEST_CHANGE,DST-B,SUSPICIOUS,
CARGO-00411,2026-06-22T09:46:31Z,CONT-001339,YARD-A,GATE_IN,LOADED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00412,2026-06-10T02:20:30Z,CONT-006884,YARD-B,GATE_OUT,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00413,2026-06-20T09:24:57Z,CONT-007028,YARD-C,NONE,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00414,2026-06-25T14:00:29Z,CONT-004821,YARD-A,NONE,HOLD,NO,LOAD,DST-D,NORMAL,
CARGO-00415,2026-06-15T06:16:34Z,CONT-006335,YARD-B,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00416,2026-06-25T02:39:48Z,CONT-005472,YARD-A,NONE,HOLD,NO,LOAD,DST-A,NORMAL,
CARGO-00417,2026-06-19T08:23:20Z,CONT-003739,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00418,2026-06-05T10:49:19Z,CONT-008597,YARD-A,GATE_OUT,LOADED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00419,2026-06-01T00:41:06Z,CONT-008083,YARD-A,GATE_IN,CLEARED,NO,LOAD,DST-A,NORMAL,
CARGO-00420,2026-06-12T21:59:59Z,CONT-008094,YARD-A,NONE,CLEARED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00421,2026-06-06T23:11:59Z,CONT-008860,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00422,2026-06-17T17:20:54Z,CONT-001983,YARD-B,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00423,2026-06-25T00:52:14Z,CONT-000626,YARD-A,NONE,RECEIVED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00424,2026-06-26T05:59:55Z,CONT-008875,YARD-A,GATE_IN,CLEARED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00425,2026-06-02T09:19:08Z,CONT-004813,YARD-B,GATE_OUT,IN_YARD,NO,LOAD,DST-A,NORMAL,
CARGO-00426,2026-06-27T19:41:25Z,CONT-001817,YARD-B,NONE,IN_YARD,NO,LOAD,DST-D,NORMAL,
CARGO-00427,2026-06-29T20:36:46Z,CONT-003971,YARD-C,GATE_IN,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00428,2026-06-10T13:52:08Z,CONT-002533,YARD-C,NONE,LOADED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00429,2026-06-11T07:50:31Z,CONT-006909,YARD-B,NONE,IN_YARD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00430,2026-06-02T07:44:44Z,CONT-000178,YARD-B,NONE,RECEIVED,NO,LOAD,DST-B,NORMAL,
CARGO-00431,2026-06-12T05:43:26Z,CONT-007692,YARD-A,GATE_IN,LOADED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00432,2026-06-23T09:05:11Z,CONT-003057,YARD-B,GATE_OUT,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00433,2026-06-06T23:22:22Z,CONT-002864,YARD-C,GATE_OUT,HOLD,NO,LOAD,DST-B,NORMAL,
CARGO-00434,2026-06-28T16:01:04Z,CONT-001810,YARD-A,GATE_OUT,CLEARED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00435,2026-06-21T03:03:00Z,CONT-004986,YARD-B,GATE_OUT,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00436,2026-06-04T18:07:30Z,CONT-000865,YARD-C,GATE_IN,LOADED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00437,2026-06-26T04:10:44Z,CONT-002002,YARD-C,GATE_IN,HOLD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00438,2026-06-12T18:09:07Z,CONT-008964,YARD-B,GATE_OUT,HOLD,NO,UNLOAD,DST-D,NORMAL,
CARGO-00439,2026-06-17T21:21:24Z,CONT-003272,YARD-A,GATE_OUT,RECEIVED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00440,2026-06-19T03:00:44Z,CONT-002492,YARD-A,GATE_OUT,CLEARED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00441,2026-06-23T07:42:26Z,CONT-004137,YARD-B,GATE_IN,HOLD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00442,2026-06-20T06:05:08Z,CONT-002749,YARD-C,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00443,2026-06-06T22:34:15Z,CONT-008552,YARD-C,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00444,2026-06-09T23:58:53Z,CONT-002452,YARD-B,NONE,RECEIVED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00445,2026-06-08T02:12:19Z,CONT-003815,YARD-C,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00446,2026-06-08T00:46:31Z,CONT-003243,YARD-A,GATE_IN,RECEIVED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00447,2026-06-10T22:27:31Z,CONT-000003,YARD-B,NONE,RECEIVED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00448,2026-06-17T16:13:16Z,CONT-004684,YARD-C,GATE_IN,IN_YARD,NO,LOAD,DST-D,NORMAL,
CARGO-00449,2026-06-15T21:31:50Z,CONT-008890,YARD-B,NONE,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00450,2026-06-02T06:29:34Z,CONT-003780,YARD-A,GATE_IN,RECEIVED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00451,2026-06-02T07:40:30Z,CONT-001318,YARD-C,GATE_OUT,LOADED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00452,2026-06-06T22:32:51Z,CONT-000103,YARD-C,NONE,CLEARED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00453,2026-06-10T13:44:57Z,CONT-008584,YARD-C,GATE_OUT,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00454,2026-06-15T16:06:11Z,CONT-007038,YARD-B,GATE_OUT,IN_YARD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00455,2026-06-25T23:45:50Z,CONT-004770,YARD-B,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00456,2026-06-30T08:00:15Z,CONT-000017,YARD-B,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00457,2026-06-29T03:30:00Z,CONT-003666,YARD-C,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00458,2026-06-06T09:38:28Z,CONT-002766,YARD-B,GATE_OUT,HOLD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00459,2026-06-30T00:46:46Z,CONT-004931,YARD-C,GATE_OUT,CLEARED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00460,2026-06-09T16:25:30Z,CONT-008741,YARD-A,NONE,HOLD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00461,2026-06-21T07:01:25Z,CONT-001247,YARD-C,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00462,2026-06-03T06:06:27Z,CONT-005575,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00463,2026-06-30T09:01:36Z,CONT-002610,YARD-B,GATE_OUT,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00464,2026-06-29T12:12:14Z,CONT-006729,YARD-A,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00465,2026-06-15T12:51:21Z,CONT-000636,YARD-B,GATE_OUT,IN_YARD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00466,2026-06-07T03:32:50Z,CONT-004790,YARD-B,GATE_OUT,IN_YARD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00467,2026-06-17T21:24:44Z,CONT-007155,YARD-A,NONE,CLEARED,NO,LOAD,DST-B,NORMAL,
CARGO-00468,2026-06-25T07:17:28Z,CONT-002227,YARD-C,GATE_IN,LOADED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00469,2026-06-06T09:56:08Z,CONT-005522,YARD-C,GATE_IN,LOADED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00470,2026-06-16T14:03:28Z,CONT-001417,YARD-A,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-A,SUSPICIOUS,
CARGO-00471,2026-06-19T07:02:05Z,CONT-003747,YARD-B,GATE_OUT,CLEARED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00472,2026-06-11T12:05:10Z,CONT-003184,YARD-A,GATE_IN,LOADED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00473,2026-06-26T19:19:47Z,CONT-003537,YARD-A,GATE_IN,LOADED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00474,2026-06-01T13:06:37Z,CONT-008292,YARD-C,GATE_OUT,RECEIVED,NO,LOAD,DST-B,NORMAL,
CARGO-00475,2026-06-06T01:24:06Z,CONT-005019,YARD-C,GATE_OUT,LOADED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00476,2026-06-14T08:13:49Z,CONT-004008,YARD-A,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00477,2026-06-04T02:23:12Z,CONT-006216,YARD-C,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00478,2026-06-30T17:21:08Z,CONT-001194,YARD-B,GATE_IN,HOLD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00479,2026-06-19T06:17:41Z,CONT-008037,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00480,2026-06-05T13:34:39Z,CONT-004799,YARD-A,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00481,2026-06-28T15:34:40Z,CONT-006237,YARD-C,NONE,CLEARED,NO,LOAD,DST-C,NORMAL,
CARGO-00482,2026-06-14T19:28:21Z,CONT-002803,YARD-A,NONE,IN_YARD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00483,2026-06-25T11:40:20Z,CONT-004183,YARD-B,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00484,2026-06-28T19:18:06Z,CONT-002149,YARD-A,GATE_OUT,HOLD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00485,2026-06-22T11:29:36Z,CONT-000824,YARD-B,GATE_IN,HOLD,NO,UNLOAD,DST-C,NORMAL,
CARGO-00486,2026-06-09T22:45:13Z,CONT-001341,YARD-C,GATE_OUT,CLEARED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00487,2026-06-29T19:20:39Z,CONT-005901,YARD-B,GATE_IN,IN_YARD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00488,2026-06-07T00:26:12Z,CONT-002713,YARD-B,GATE_OUT,RECEIVED,NO,LOAD,DST-C,NORMAL,
CARGO-00489,2026-06-08T12:37:01Z,CONT-005148,YARD-B,GATE_OUT,CLEARED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00490,2026-06-27T19:02:19Z,CONT-002005,YARD-C,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00491,2026-06-27T19:05:22Z,CONT-008648,YARD-C,GATE_OUT,IN_YARD,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00492,2026-06-30T10:58:00Z,CONT-006115,YARD-C,NONE,HOLD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00493,2026-06-16T09:46:23Z,CONT-001945,YARD-C,GATE_OUT,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00494,2026-06-09T09:15:41Z,CONT-001784,YARD-A,NONE,IN_YARD,NO,GATE_IN,DST-D,NORMAL,
CARGO-00495,2026-06-23T23:01:29Z,CONT-007104,YARD-A,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00496,2026-06-27T14:43:23Z,CONT-002787,YARD-B,GATE_IN,HOLD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00497,2026-06-21T22:31:31Z,CONT-000348,YARD-C,NONE,IN_YARD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00498,2026-06-24T16:58:24Z,CONT-004900,YARD-C,GATE_IN,RECEIVED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00499,2026-06-01T03:35:15Z,CONT-007467,YARD-A,GATE_IN,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00500,2026-06-21T07:52:49Z,CONT-000211,YARD-B,GATE_OUT,LOADED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00501,2026-06-02T00:01:21Z,CONT-003855,YARD-B,GATE_OUT,IN_YARD,NO,LOAD,DST-A,NORMAL,
CARGO-00502,2026-06-26T22:40:04Z,CONT-000872,YARD-C,GATE_IN,IN_YARD,NO,LOAD,DST-D,NORMAL,
CARGO-00503,2026-06-02T02:10:41Z,CONT-000425,YARD-C,GATE_IN,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00504,2026-06-12T09:38:04Z,CONT-007626,YARD-B,NONE,LOADED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00505,2026-06-04T22:12:34Z,CONT-006020,YARD-A,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00506,2026-06-15T03:31:00Z,CONT-008186,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00507,2026-06-09T10:35:58Z,CONT-006410,YARD-C,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00508,2026-06-11T20:15:08Z,CONT-006632,YARD-B,NONE,RECEIVED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00509,2026-06-16T16:12:33Z,CONT-004273,YARD-A,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00510,2026-06-20T18:30:46Z,CONT-004831,YARD-B,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00511,2026-06-11T06:26:53Z,CONT-005700,YARD-C,NONE,LOADED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00512,2026-06-06T04:10:25Z,CONT-004423,YARD-A,NONE,HOLD,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00513,2026-06-13T03:01:25Z,CONT-006964,YARD-A,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00514,2026-06-16T05:40:12Z,CONT-006568,YARD-C,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00515,2026-06-18T19:11:08Z,CONT-003011,YARD-A,NONE,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00516,2026-06-07T22:02:43Z,CONT-005897,YARD-C,NONE,RECEIVED,NO,LOAD,DST-D,NORMAL,
CARGO-00517,2026-06-25T10:01:59Z,CONT-001730,YARD-B,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00518,2026-06-11T12:23:33Z,CONT-004607,YARD-B,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00519,2026-06-30T00:20:10Z,CONT-005421,YARD-B,NONE,LOADED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00520,2026-06-11T17:26:47Z,CONT-001440,YARD-C,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00521,2026-06-13T09:42:38Z,CONT-000774,YARD-C,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-A,SUSPICIOUS,
CARGO-00522,2026-06-08T19:40:13Z,CONT-005879,YARD-B,GATE_IN,CLEARED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00523,2026-06-26T04:33:16Z,CONT-002316,YARD-B,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00524,2026-06-23T16:52:28Z,CONT-001743,YARD-C,NONE,CLEARED,NO,LOAD,DST-A,NORMAL,
CARGO-00525,2026-06-23T01:47:59Z,CONT-006878,YARD-C,GATE_OUT,HOLD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00526,2026-06-28T09:16:18Z,CONT-007780,YARD-B,NONE,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00527,2026-06-27T15:12:49Z,CONT-008848,YARD-B,GATE_IN,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00528,2026-06-29T11:12:22Z,CONT-007175,YARD-A,GATE_IN,LOADED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00529,2026-06-20T17:30:38Z,CONT-001966,YARD-C,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00530,2026-06-22T17:58:33Z,CONT-007358,YARD-C,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00531,2026-06-14T16:05:11Z,CONT-000879,YARD-C,NONE,HOLD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00532,2026-06-17T08:29:25Z,CONT-001235,YARD-A,GATE_IN,LOADED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00533,2026-06-07T08:31:00Z,CONT-004664,YARD-B,GATE_IN,HOLD,NO,UNLOAD,DST-D,NORMAL,
CARGO-00534,2026-06-23T16:08:44Z,CONT-007703,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00535,2026-06-18T03:30:09Z,CONT-006792,YARD-C,GATE_OUT,IN_YARD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00536,2026-06-26T13:37:57Z,CONT-005014,YARD-B,GATE_OUT,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00537,2026-06-11T19:51:52Z,CONT-006070,YARD-B,NONE,CLEARED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00538,2026-06-29T03:59:55Z,CONT-006076,YARD-A,GATE_OUT,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00539,2026-06-16T23:08:18Z,CONT-008546,YARD-C,NONE,IN_YARD,NO,UNLOAD,DST-A,NORMAL,
CARGO-00540,2026-06-23T01:59:51Z,CONT-000121,YARD-A,NONE,HOLD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00541,2026-06-05T08:59:29Z,CONT-000927,YARD-A,GATE_IN,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00542,2026-06-10T11:26:39Z,CONT-004288,YARD-B,NONE,CLEARED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00543,2026-06-09T21:44:33Z,CONT-005971,YARD-A,GATE_IN,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00544,2026-06-15T22:57:04Z,CONT-005281,YARD-C,NONE,IN_YARD,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00545,2026-06-24T08:54:42Z,CONT-003147,YARD-B,NONE,IN_YARD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00546,2026-06-27T12:27:12Z,CONT-006886,YARD-C,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00547,2026-06-30T17:12:13Z,CONT-007442,YARD-C,NONE,HOLD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00548,2026-06-02T01:20:48Z,CONT-005497,YARD-C,NONE,HOLD,NO,UNLOAD,DST-A,NORMAL,
CARGO-00549,2026-06-17T19:53:47Z,CONT-006565,YARD-A,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00550,2026-06-26T23:59:44Z,CONT-000596,YARD-B,GATE_IN,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00551,2026-06-27T09:55:05Z,CONT-001117,YARD-C,GATE_OUT,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00552,2026-06-25T12:21:50Z,CONT-004902,YARD-C,GATE_OUT,CLEARED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00553,2026-06-26T07:16:41Z,CONT-008693,YARD-B,NONE,LOADED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00554,2026-06-04T23:32:43Z,CONT-006126,YARD-C,NONE,HOLD,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00555,2026-06-11T21:11:23Z,CONT-004975,YARD-B,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00556,2026-06-22T04:37:45Z,CONT-006393,YARD-A,GATE_OUT,CLEARED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00557,2026-06-06T00:58:55Z,CONT-002150,YARD-B,GATE_OUT,RECEIVED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00558,2026-06-10T21:48:20Z,CONT-006401,YARD-A,GATE_OUT,HOLD,NO,LOAD,DST-B,NORMAL,
CARGO-00559,2026-06-13T16:21:50Z,CONT-006586,YARD-C,NONE,HOLD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00560,2026-06-04T08:45:52Z,CONT-008531,YARD-C,GATE_OUT,CLEARED,NO,LOAD,DST-B,NORMAL,
CARGO-00561,2026-06-12T00:39:53Z,CONT-006278,YARD-B,GATE_IN,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00562,2026-06-12T01:07:16Z,CONT-002040,YARD-A,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00563,2026-06-26T02:18:57Z,CONT-001496,YARD-C,NONE,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00564,2026-06-28T11:53:53Z,CONT-003810,YARD-A,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00565,2026-06-24T01:08:01Z,CONT-003086,YARD-C,GATE_IN,HOLD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00566,2026-06-08T21:46:14Z,CONT-007445,YARD-A,NONE,HOLD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00567,2026-06-25T01:28:17Z,CONT-007816,YARD-C,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00568,2026-06-20T22:17:59Z,CONT-003511,YARD-C,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00569,2026-06-02T16:08:49Z,CONT-005924,YARD-B,GATE_OUT,LOADED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00570,2026-06-04T07:02:01Z,CONT-006585,YARD-C,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00571,2026-06-25T08:36:37Z,CONT-001907,YARD-A,NONE,IN_YARD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00572,2026-06-12T21:06:44Z,CONT-002563,YARD-C,GATE_OUT,HOLD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00573,2026-06-17T10:34:01Z,CONT-001376,YARD-B,GATE_OUT,CLEARED,NO,LOAD,DST-B,NORMAL,
CARGO-00574,2026-06-29T21:18:07Z,CONT-008131,YARD-B,GATE_OUT,RECEIVED,NO,LOAD,DST-D,NORMAL,
