event_id,timestamp,asset_id,command_type,alarm_code,process_state,operator_id,severity,command_sequence_valid,event_label,incident_id
OT-00438,2026-06-27T03:10:16Z,CRANE03,STATUS_READ,NONE,RUNNING,OP025,LOW,YES,NORMAL,
OT-00439,2026-06-21T14:57:00Z,YARD-06,HOIST_DOWN,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00440,2026-06-29T03:15:57Z,CRANE07,MOVE_RIGHT,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00441,2026-06-12T07:03:41Z,YARD-05,HOIST_DOWN,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00442,2026-06-23T02:20:40Z,YARD-05,MOVE_LEFT,NONE,NORMAL,OP032,LOW,YES,NORMAL,
OT-00443,2026-06-13T00:54:57Z,CRANE01,STATUS_READ,NONE,NORMAL,OP019,LOW,YES,NORMAL,
OT-00444,2026-06-27T00:17:08Z,CRANE04,SPEED_SET,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00445,2026-06-07T10:20:22Z,PLC09,MOVE_RIGHT,NONE,NORMAL,OP034,LOW,YES,NORMAL,
OT-00446,2026-06-13T12:56:53Z,CRANE06,MOVE_RIGHT,NONE,NORMAL,OP009,LOW,YES,NORMAL,
OT-00447,2026-06-26T06:06:44Z,CRANE07,STATUS_READ,NONE,IDLE,OP002,LOW,YES,NORMAL,
OT-00448,2026-06-23T09:58:06Z,PLC12,MOVE_LEFT,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00449,2026-06-02T13:54:36Z,PLC01,MOVE_LEFT,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00450,2026-06-25T10:38:19Z,PLC02,MOVE_LEFT,NONE,NORMAL,OP002,LOW,YES,NORMAL,
OT-00451,2026-06-01T15:14:55Z,PLC11,HOIST_UP,NONE,RUNNING,OP024,LOW,YES,NORMAL,
OT-00452,2026-06-28T08:57:20Z,PLC10,MOVE_RIGHT,NONE,RUNNING,OP036,LOW,YES,NORMAL,
OT-00453,2026-06-12T19:50:57Z,PLC06,HOIST_DOWN,NONE,RUNNING,OP035,LOW,YES,NORMAL,
OT-00454,2026-06-06T11:36:30Z,YARD-04,IDLE,NONE,IDLE,OP026,LOW,YES,NORMAL,
OT-00455,2026-06-21T00:04:55Z,PLC08,MOVE_LEFT,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00456,2026-06-06T19:06:08Z,CRANE07,STOP,NONE,RUNNING,OP009,LOW,YES,NORMAL,
OT-00457,2026-06-01T20:49:40Z,YARD-05,IDLE,NONE,NORMAL,OP006,LOW,YES,NORMAL,
OT-00458,2026-06-16T08:29:44Z,PLC11,IDLE,NONE,NORMAL,OP040,LOW,YES,NORMAL,
OT-00459,2026-06-22T01:05:36Z,PLC07,HOIST_UP,NONE,RUNNING,OP014,LOW,YES,NORMAL,
OT-00460,2026-06-20T09:51:57Z,PLC09,IDLE,NONE,IDLE,OP003,LOW,YES,NORMAL,
OT-00461,2026-06-09T11:57:30Z,YARD-04,IDLE,NONE,NORMAL,OP026,LOW,YES,NORMAL,
OT-00462,2026-06-03T15:05:52Z,YARD-05,STOP,NONE,RUNNING,OP008,LOW,YES,NORMAL,
OT-00463,2026-06-01T01:13:26Z,PLC05,STATUS_READ,NONE,RUNNING,OP017,LOW,YES,NORMAL,
OT-00464,2026-06-05T06:30:15Z,YARD-01,HOIST_UP,NONE,NORMAL,OP002,LOW,YES,NORMAL,
OT-00465,2026-06-24T03:22:28Z,CRANE07,MOVE_RIGHT,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00466,2026-06-13T18:29:54Z,YARD-07,STOP,NONE,NORMAL,OP034,LOW,YES,NORMAL,
OT-00467,2026-06-09T22:16:54Z,PLC03,REPEATED_COMMAND,ALM-509,SAFE_STOP,OP014,CRITICAL,NO,SUSPICIOUS,
OT-00468,2026-06-25T06:58:14Z,CRANE07,HOIST_DOWN,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00469,2026-06-25T14:41:27Z,PLC11,MOVE_LEFT,NONE,NORMAL,OP030,LOW,YES,NORMAL,
OT-00470,2026-06-06T17:39:02Z,CRANE02,HOIST_DOWN,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00471,2026-06-05T17:46:41Z,PLC12,MOVE_RIGHT,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00472,2026-06-23T14:27:06Z,CRANE06,STOP,NONE,IDLE,OP031,LOW,YES,NORMAL,
OT-00473,2026-06-28T03:46:51Z,YARD-02,HOIST_UP,NONE,NORMAL,OP039,LOW,YES,NORMAL,
OT-00474,2026-06-30T20:58:21Z,CRANE08,MOVE_RIGHT,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00475,2026-06-25T02:25:05Z,CRANE07,HOIST_UP,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00476,2026-06-01T13:24:30Z,CRANE08,PLC_MODE_CHANGE,ALM-204,ABNORMAL,OP020,HIGH,NO,SUSPICIOUS,
OT-00477,2026-06-04T08:01:37Z,CRANE08,IDLE,NONE,IDLE,OP038,LOW,YES,NORMAL,
OT-00478,2026-06-08T08:47:21Z,PLC07,MOVE_RIGHT,NONE,IDLE,OP023,LOW,YES,NORMAL,
OT-00479,2026-06-23T00:44:50Z,PLC10,STATUS_READ,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00480,2026-06-29T19:46:41Z,PLC01,MOVE_RIGHT,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00481,2026-06-25T04:18:08Z,PLC02,MOVE_LEFT,ALM-101,NORMAL,OP030,MEDIUM,YES,NORMAL,
OT-00482,2026-06-03T23:50:56Z,PLC09,SPEED_SET,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00483,2026-06-04T19:43:42Z,YARD-04,IDLE,NONE,NORMAL,OP008,LOW,YES,NORMAL,
OT-00484,2026-06-07T06:26:32Z,CRANE04,IDLE,NONE,NORMAL,OP027,LOW,YES,NORMAL,
OT-00485,2026-06-09T22:01:47Z,PLC03,HOIST_DOWN,NONE,RUNNING,OP025,LOW,YES,NORMAL,
OT-00486,2026-06-10T00:26:19Z,CRANE07,HOIST_UP,NONE,RUNNING,OP030,LOW,YES,NORMAL,
OT-00487,2026-06-08T07:33:15Z,PLC08,STOP,NONE,RUNNING,OP036,LOW,YES,NORMAL,
OT-00488,2026-06-21T09:11:54Z,PLC06,STATUS_READ,NONE,RUNNING,OP038,LOW,YES,NORMAL,
OT-00489,2026-06-30T03:21:39Z,YARD-06,SPEED_SET,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00490,2026-06-10T10:51:00Z,CRANE05,HOIST_UP,NONE,RUNNING,OP029,LOW,YES,NORMAL,
OT-00491,2026-06-17T03:28:36Z,CRANE01,HOIST_DOWN,NONE,RUNNING,OP025,LOW,YES,NORMAL,
OT-00492,2026-06-06T19:01:21Z,CRANE07,MOVE_LEFT,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00493,2026-06-04T13:49:53Z,YARD-06,STATUS_READ,NONE,RUNNING,OP009,LOW,YES,NORMAL,
OT-00494,2026-06-03T21:08:18Z,PLC03,HOIST_UP,NONE,IDLE,OP038,LOW,YES,NORMAL,
OT-00495,2026-06-19T07:15:09Z,CRANE05,HOIST_DOWN,NONE,IDLE,OP023,LOW,YES,NORMAL,
OT-00496,2026-06-18T04:41:08Z,PLC06,HOIST_DOWN,NONE,IDLE,OP033,LOW,YES,NORMAL,
OT-00497,2026-06-22T20:48:09Z,PLC12,STATUS_READ,ALM-107,IDLE,OP010,MEDIUM,YES,NORMAL,
OT-00498,2026-06-24T10:51:32Z,PLC01,SPEED_SET,NONE,RUNNING,OP038,LOW,YES,NORMAL,
OT-00499,2026-06-27T06:23:56Z,YARD-08,HOIST_UP,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00500,2026-06-29T20:47:44Z,CRANE08,MOVE_LEFT,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00501,2026-06-10T10:44:20Z,CRANE04,HOIST_UP,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00502,2026-06-15T18:41:19Z,CRANE01,REPEATED_COMMAND,ALM-311,ABNORMAL,OP040,CRITICAL,NO,SUSPICIOUS,
OT-00503,2026-06-01T04:45:09Z,PLC05,HOIST_DOWN,NONE,NORMAL,OP038,LOW,YES,NORMAL,
OT-00504,2026-06-26T21:05:11Z,PLC11,STOP,NONE,NORMAL,OP024,LOW,YES,NORMAL,
OT-00505,2026-06-03T16:15:33Z,YARD-05,HOIST_UP,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00506,2026-06-01T03:23:10Z,CRANE01,MOVE_RIGHT,NONE,RUNNING,OP033,LOW,YES,NORMAL,
OT-00507,2026-06-18T21:32:53Z,YARD-08,MOVE_RIGHT,NONE,IDLE,OP008,LOW,YES,NORMAL,
OT-00508,2026-06-06T09:13:38Z,PLC06,MOVE_LEFT,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00509,2026-06-13T08:08:25Z,CRANE01,IDLE,NONE,IDLE,OP002,LOW,YES,NORMAL,
OT-00510,2026-06-22T23:18:09Z,YARD-07,STATUS_READ,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00511,2026-06-06T16:33:43Z,PLC10,SPEED_SET,NONE,IDLE,OP014,LOW,YES,NORMAL,
OT-00512,2026-06-30T10:43:33Z,PLC10,STATUS_READ,NONE,NORMAL,OP005,LOW,YES,NORMAL,
OT-00513,2026-06-13T05:11:13Z,CRANE01,SPEED_SET,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00514,2026-06-23T10:22:51Z,PLC09,HOIST_UP,NONE,RUNNING,OP002,LOW,YES,NORMAL,
OT-00515,2026-06-25T19:51:48Z,CRANE08,UNAUTHORIZED_COMMAND,ALM-509,ABNORMAL,OP002,CRITICAL,NO,SUSPICIOUS,
OT-00516,2026-06-22T02:09:16Z,CRANE06,HOIST_DOWN,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00517,2026-06-14T12:38:49Z,PLC05,MOVE_LEFT,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00518,2026-06-30T18:10:54Z,PLC11,STOP,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00519,2026-06-17T18:46:43Z,CRANE08,SPEED_SET,NONE,NORMAL,OP013,LOW,YES,NORMAL,
OT-00520,2026-06-05T07:18:47Z,PLC09,STATUS_READ,NONE,NORMAL,OP005,LOW,YES,NORMAL,
OT-00521,2026-06-10T12:59:45Z,YARD-06,MOVE_LEFT,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00522,2026-06-12T01:22:05Z,PLC07,UNAUTHORIZED_COMMAND,ALM-204,SAFE_STOP,OP021,CRITICAL,NO,SUSPICIOUS,INC-T21-002
OT-00523,2026-06-27T20:51:41Z,YARD-01,HOIST_DOWN,NONE,NORMAL,OP001,LOW,YES,NORMAL,
OT-00524,2026-06-10T11:57:30Z,PLC04,STATUS_READ,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00525,2026-06-21T17:30:58Z,PLC07,SPEED_SET,NONE,NORMAL,OP013,LOW,YES,NORMAL,
OT-00526,2026-06-04T11:49:34Z,PLC07,MOVE_RIGHT,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00527,2026-06-16T12:38:57Z,YARD-05,HOIST_DOWN,NONE,NORMAL,OP033,LOW,YES,NORMAL,
OT-00528,2026-06-13T19:24:27Z,YARD-05,HOIST_UP,NONE,RUNNING,OP011,LOW,YES,NORMAL,
OT-00529,2026-06-27T20:25:31Z,PLC10,STOP,NONE,IDLE,OP013,LOW,YES,NORMAL,
OT-00530,2026-06-01T14:08:45Z,PLC11,SPEED_OVERRIDE,ALM-311,DEGRADED,OP002,HIGH,NO,SUSPICIOUS,
OT-00531,2026-06-21T08:03:27Z,PLC03,IDLE,NONE,IDLE,OP034,LOW,YES,NORMAL,
OT-00532,2026-06-12T05:40:45Z,PLC09,MOVE_RIGHT,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00533,2026-06-06T21:23:24Z,PLC01,IDLE,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00534,2026-06-08T16:50:43Z,YARD-08,SPEED_SET,NONE,IDLE,OP027,LOW,YES,NORMAL,
OT-00535,2026-06-23T01:00:23Z,CRANE06,SPEED_SET,NONE,RUNNING,OP009,LOW,YES,NORMAL,
OT-00536,2026-06-02T04:38:39Z,PLC12,MOVE_LEFT,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00537,2026-06-03T02:36:31Z,YARD-04,MOVE_LEFT,NONE,RUNNING,OP014,LOW,YES,NORMAL,
OT-00538,2026-06-07T02:03:52Z,YARD-05,IDLE,NONE,IDLE,OP023,LOW,YES,NORMAL,
OT-00539,2026-06-27T01:56:49Z,CRANE05,OUT_OF_SEQUENCE,ALM-204,ABNORMAL,OP006,HIGH,NO,SUSPICIOUS,
OT-00540,2026-06-28T14:11:36Z,CRANE05,MOVE_LEFT,NONE,IDLE,OP009,LOW,YES,NORMAL,
OT-00541,2026-06-28T14:44:55Z,CRANE08,MOVE_RIGHT,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00542,2026-06-14T13:28:18Z,PLC01,HOIST_DOWN,NONE,RUNNING,OP013,LOW,YES,NORMAL,
OT-00543,2026-06-02T13:59:42Z,YARD-02,MOVE_RIGHT,ALM-107,IDLE,OP007,MEDIUM,YES,NORMAL,
OT-00544,2026-06-18T17:02:10Z,PLC02,MOVE_RIGHT,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00545,2026-06-03T19:41:57Z,PLC12,HOIST_UP,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00546,2026-06-21T00:22:45Z,PLC05,EMERGENCY_STOP,ALM-204,ABNORMAL,OP030,HIGH,NO,SUSPICIOUS,
OT-00547,2026-06-24T11:27:17Z,PLC08,HOIST_UP,NONE,NORMAL,OP039,LOW,YES,NORMAL,
OT-00548,2026-06-22T21:55:34Z,PLC06,MOVE_RIGHT,ALM-107,RUNNING,OP026,MEDIUM,YES,NORMAL,
OT-00549,2026-06-14T12:40:09Z,PLC11,STOP,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00550,2026-06-13T00:50:56Z,PLC06,MOVE_RIGHT,NONE,RUNNING,OP021,LOW,YES,NORMAL,
OT-00551,2026-06-10T13:40:23Z,CRANE06,SPEED_SET,NONE,NORMAL,OP013,LOW,YES,NORMAL,
OT-00552,2026-06-16T03:41:09Z,PLC01,HOIST_DOWN,NONE,IDLE,OP020,LOW,YES,NORMAL,
OT-00553,2026-06-24T12:50:19Z,CRANE02,STATUS_READ,NONE,NORMAL,OP001,LOW,YES,NORMAL,
OT-00554,2026-06-07T00:33:07Z,PLC11,SPEED_SET,NONE,RUNNING,OP014,LOW,YES,NORMAL,
OT-00555,2026-06-05T17:11:11Z,YARD-03,MOVE_RIGHT,NONE,NORMAL,OP026,LOW,YES,NORMAL,
OT-00556,2026-06-18T18:55:22Z,YARD-01,HOIST_UP,NONE,RUNNING,OP038,LOW,YES,NORMAL,
OT-00557,2026-06-10T13:43:41Z,PLC09,SPEED_SET,NONE,NORMAL,OP004,LOW,YES,NORMAL,
OT-00558,2026-06-02T03:45:21Z,CRANE07,HOIST_DOWN,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00559,2026-06-19T01:11:32Z,YARD-05,HOIST_DOWN,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00560,2026-06-02T05:29:22Z,CRANE03,MOVE_RIGHT,NONE,RUNNING,OP031,LOW,YES,NORMAL,
OT-00561,2026-06-08T02:58:26Z,YARD-07,STATUS_READ,NONE,RUNNING,OP030,LOW,YES,NORMAL,
OT-00562,2026-06-27T12:51:40Z,CRANE04,HOIST_UP,NONE,IDLE,OP026,LOW,YES,NORMAL,
OT-00563,2026-06-04T06:00:33Z,YARD-04,MOVE_RIGHT,NONE,NORMAL,OP020,LOW,YES,NORMAL,
OT-00564,2026-06-02T23:48:06Z,CRANE03,HOIST_UP,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00565,2026-06-12T18:32:51Z,YARD-02,HOIST_UP,NONE,NORMAL,OP012,LOW,YES,NORMAL,
OT-00566,2026-06-11T03:27:38Z,PLC01,SPEED_SET,NONE,NORMAL,OP027,LOW,YES,NORMAL,
OT-00567,2026-06-14T19:54:11Z,PLC08,HOIST_UP,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00568,2026-06-29T12:15:14Z,PLC06,IDLE,NONE,RUNNING,OP001,LOW,YES,NORMAL,
OT-00569,2026-06-11T03:04:10Z,YARD-05,HOIST_DOWN,NONE,IDLE,OP023,LOW,YES,NORMAL,
OT-00570,2026-06-21T22:07:16Z,CRANE02,HOIST_DOWN,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00571,2026-06-21T13:56:05Z,CRANE03,MOVE_LEFT,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00572,2026-06-17T01:51:36Z,YARD-07,SPEED_SET,NONE,IDLE,OP029,LOW,YES,NORMAL,
OT-00573,2026-06-04T05:25:35Z,PLC05,STATUS_READ,NONE,RUNNING,OP002,LOW,YES,NORMAL,
OT-00574,2026-06-15T22:09:12Z,CRANE02,MOVE_RIGHT,ALM-101,IDLE,OP024,MEDIUM,YES,NORMAL,
OT-00575,2026-06-21T22:55:24Z,PLC02,STATUS_READ,NONE,RUNNING,OP004,LOW,YES,NORMAL,
OT-00576,2026-06-20T12:00:27Z,PLC09,HOIST_UP,NONE,IDLE,OP016,LOW,YES,NORMAL,
OT-00577,2026-06-02T04:24:24Z,PLC11,IDLE,NONE,IDLE,OP014,LOW,YES,NORMAL,
OT-00578,2026-06-24T04:05:32Z,CRANE01,SPEED_SET,NONE,NORMAL,OP002,LOW,YES,NORMAL,
OT-00579,2026-06-26T10:45:14Z,CRANE02,SPEED_SET,NONE,IDLE,OP008,LOW,YES,NORMAL,
OT-00580,2026-06-02T04:42:27Z,YARD-08,STOP,ALM-101,IDLE,OP022,MEDIUM,YES,NORMAL,
OT-00581,2026-06-02T02:31:11Z,PLC11,HOIST_UP,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00582,2026-06-23T11:50:16Z,YARD-03,SPEED_SET,NONE,IDLE,OP008,LOW,YES,NORMAL,
OT-00583,2026-06-12T23:29:01Z,CRANE03,SPEED_SET,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00584,2026-06-07T06:47:48Z,CRANE07,HOIST_UP,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00585,2026-06-06T15:20:25Z,YARD-07,HOIST_DOWN,NONE,NORMAL,OP008,LOW,YES,NORMAL,
OT-00586,2026-06-29T21:29:25Z,YARD-02,SPEED_SET,NONE,RUNNING,OP036,LOW,YES,NORMAL,
OT-00587,2026-06-12T08:48:41Z,YARD-01,HOIST_DOWN,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00588,2026-06-30T23:02:59Z,PLC05,IDLE,NONE,NORMAL,OP014,LOW,YES,NORMAL,
OT-00589,2026-06-16T17:38:55Z,PLC09,MOVE_LEFT,NONE,RUNNING,OP013,LOW,YES,NORMAL,
OT-00590,2026-06-30T15:27:33Z,PLC09,SPEED_SET,NONE,IDLE,OP013,LOW,YES,NORMAL,
OT-00591,2026-06-07T11:06:21Z,PLC01,HOIST_DOWN,NONE,NORMAL,OP017,LOW,YES,NORMAL,
OT-00592,2026-06-04T23:30:35Z,PLC06,IDLE,NONE,IDLE,OP014,LOW,YES,NORMAL,
OT-00593,2026-06-17T05:19:29Z,CRANE03,PLC_MODE_CHANGE,ALM-418,ABNORMAL,OP022,CRITICAL,NO,SUSPICIOUS,
OT-00594,2026-06-28T05:21:36Z,PLC04,IDLE,NONE,RUNNING,OP027,LOW,YES,NORMAL,
OT-00595,2026-06-08T06:31:45Z,PLC06,HOIST_DOWN,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00596,2026-06-13T10:42:07Z,PLC11,HOIST_DOWN,NONE,IDLE,OP018,LOW,YES,NORMAL,
OT-00597,2026-06-15T10:09:44Z,PLC04,SPEED_SET,NONE,RUNNING,OP038,LOW,YES,NORMAL,
OT-00598,2026-06-26T06:20:06Z,YARD-05,HOIST_UP,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00599,2026-06-03T21:23:50Z,YARD-02,STOP,ALM-101,RUNNING,OP005,MEDIUM,YES,NORMAL,
OT-00600,2026-06-12T00:05:45Z,YARD-06,STATUS_READ,NONE,RUNNING,OP012,LOW,YES,NORMAL,
OT-00601,2026-06-27T15:42:19Z,YARD-05,IDLE,ALM-107,RUNNING,OP012,MEDIUM,YES,NORMAL,
OT-00602,2026-06-12T02:52:40Z,PLC08,STATUS_READ,NONE,NORMAL,OP003,LOW,YES,NORMAL,
OT-00603,2026-06-27T08:44:06Z,YARD-04,HOIST_UP,ALM-101,RUNNING,OP018,MEDIUM,YES,NORMAL,
OT-00604,2026-06-29T09:00:35Z,YARD-08,STOP,NONE,IDLE,OP027,LOW,YES,NORMAL,
OT-00605,2026-06-29T06:15:16Z,YARD-08,IDLE,NONE,RUNNING,OP017,LOW,YES,NORMAL,
OT-00606,2026-06-03T05:56:05Z,YARD-06,STATUS_READ,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00607,2026-06-18T05:46:04Z,PLC10,MOVE_RIGHT,NONE,RUNNING,OP032,LOW,YES,NORMAL,
OT-00608,2026-06-26T07:15:17Z,CRANE05,IDLE,NONE,NORMAL,OP011,LOW,YES,NORMAL,
OT-00609,2026-06-18T03:31:26Z,PLC03,STOP,NONE,IDLE,OP034,LOW,YES,NORMAL,
OT-00610,2026-06-29T10:04:33Z,CRANE05,IDLE,NONE,RUNNING,OP039,LOW,YES,NORMAL,
OT-00611,2026-06-10T11:26:46Z,YARD-03,HOIST_UP,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00612,2026-06-14T14:08:48Z,CRANE04,HOIST_UP,NONE,NORMAL,OP040,LOW,YES,NORMAL,
OT-00613,2026-06-22T12:04:37Z,PLC09,SPEED_SET,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00614,2026-06-04T08:53:38Z,PLC07,STOP,NONE,RUNNING,OP005,LOW,YES,NORMAL,
OT-00615,2026-06-14T08:20:18Z,YARD-05,HOIST_UP,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00616,2026-06-17T12:03:19Z,CRANE04,HOIST_DOWN,NONE,NORMAL,OP007,LOW,YES,NORMAL,
OT-00617,2026-06-13T14:28:52Z,CRANE04,MOVE_RIGHT,NONE,IDLE,OP034,LOW,YES,NORMAL,
OT-00618,2026-06-06T14:37:56Z,PLC11,STATUS_READ,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00619,2026-06-27T11:54:03Z,YARD-08,HOIST_DOWN,NONE,NORMAL,OP014,LOW,YES,NORMAL,
OT-00620,2026-06-20T15:53:26Z,CRANE07,MOVE_RIGHT,NONE,RUNNING,OP006,LOW,YES,NORMAL,
OT-00621,2026-06-17T12:43:39Z,PLC01,SPEED_SET,ALM-107,IDLE,OP035,MEDIUM,YES,NORMAL,
OT-00622,2026-06-25T18:41:03Z,PLC04,STOP,NONE,RUNNING,OP018,LOW,YES,NORMAL,
OT-00623,2026-06-07T23:56:42Z,PLC04,SPEED_SET,NONE,NORMAL,OP021,LOW,YES,NORMAL,
OT-00624,2026-06-15T23:36:45Z,CRANE02,HOIST_DOWN,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00625,2026-06-06T15:10:47Z,CRANE05,HOIST_UP,NONE,RUNNING,OP032,LOW,YES,NORMAL,
OT-00626,2026-06-26T05:23:57Z,PLC01,SPEED_OVERRIDE,ALM-509,ABNORMAL,OP026,HIGH,NO,SUSPICIOUS,
OT-00627,2026-06-17T00:41:23Z,YARD-01,MOVE_LEFT,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00628,2026-06-29T21:46:10Z,PLC07,STOP,NONE,RUNNING,OP008,LOW,YES,NORMAL,
OT-00629,2026-06-25T18:13:17Z,PLC07,STATUS_READ,NONE,NORMAL,OP005,LOW,YES,NORMAL,
OT-00630,2026-06-10T19:32:38Z,YARD-07,MOVE_LEFT,ALM-107,RUNNING,OP010,MEDIUM,YES,NORMAL,
OT-00631,2026-06-10T12:38:28Z,PLC11,STATUS_READ,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00632,2026-06-26T11:49:17Z,YARD-07,IDLE,NONE,NORMAL,OP032,LOW,YES,NORMAL,
OT-00633,2026-06-11T11:36:20Z,CRANE04,STOP,NONE,IDLE,OP002,LOW,YES,NORMAL,
OT-00634,2026-06-30T09:58:38Z,PLC03,HOIST_DOWN,NONE,NORMAL,OP019,LOW,YES,NORMAL,
OT-00635,2026-06-20T20:24:43Z,CRANE04,PLC_MODE_CHANGE,ALM-204,ABNORMAL,OP011,CRITICAL,NO,SUSPICIOUS,
OT-00636,2026-06-29T06:51:19Z,YARD-06,STATUS_READ,NONE,RUNNING,OP010,LOW,YES,NORMAL,
OT-00637,2026-06-23T04:34:02Z,PLC08,HOIST_DOWN,NONE,RUNNING,OP023,LOW,YES,NORMAL,
OT-00638,2026-06-03T22:58:47Z,CRANE07,MOVE_RIGHT,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00639,2026-06-11T13:37:56Z,CRANE08,STATUS_READ,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00640,2026-06-27T01:41:30Z,PLC01,OUT_OF_SEQUENCE,ALM-418,ABNORMAL,OP005,HIGH,NO,SUSPICIOUS,
OT-00641,2026-06-16T18:31:33Z,PLC11,MOVE_LEFT,ALM-107,NORMAL,OP033,MEDIUM,YES,NORMAL,
OT-00642,2026-06-09T05:04:25Z,CRANE04,HOIST_DOWN,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00643,2026-06-29T06:09:43Z,PLC09,MOVE_RIGHT,ALM-101,IDLE,OP036,MEDIUM,YES,NORMAL,
OT-00644,2026-06-26T08:15:38Z,CRANE02,HOIST_UP,ALM-101,NORMAL,OP034,MEDIUM,YES,NORMAL,
OT-00645,2026-06-05T07:21:26Z,YARD-03,HOIST_UP,NONE,NORMAL,OP007,LOW,YES,NORMAL,
OT-00646,2026-06-28T01:01:11Z,YARD-06,HOIST_UP,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00647,2026-06-23T08:08:14Z,YARD-03,STATUS_READ,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00648,2026-06-08T23:00:37Z,CRANE04,EMERGENCY_STOP,ALM-311,ABNORMAL,OP027,CRITICAL,NO,SUSPICIOUS,
OT-00649,2026-06-05T09:49:39Z,PLC04,MOVE_RIGHT,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00650,2026-06-18T06:12:58Z,CRANE07,MOVE_RIGHT,NONE,IDLE,OP023,LOW,YES,NORMAL,
OT-00651,2026-06-09T07:27:55Z,PLC02,SPEED_SET,NONE,NORMAL,OP039,LOW,YES,NORMAL,
OT-00652,2026-06-25T09:45:52Z,CRANE06,HOIST_UP,ALM-107,IDLE,OP034,MEDIUM,YES,NORMAL,
OT-00653,2026-06-23T06:39:22Z,PLC09,HOIST_UP,NONE,RUNNING,OP035,LOW,YES,NORMAL,
OT-00654,2026-06-25T18:04:27Z,PLC04,HOIST_UP,NONE,IDLE,OP003,LOW,YES,NORMAL,
OT-00655,2026-06-10T02:29:14Z,PLC08,IDLE,NONE,NORMAL,OP006,LOW,YES,NORMAL,
