event_id,timestamp,device_id,hostname,user_id,process_name,parent_process,alert_type,severity,event_label,incident_id
EDR-00360,2026-06-10T07:33:07Z,DEV0016,PORT-DEV0016,ACC0004,remote_admin_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00361,2026-06-16T23:46:22Z,DEV0085,PORT-DEV0085,ACC0058,rdp,yard_client,LOGIN,LOW,NORMAL,
EDR-00362,2026-06-26T03:54:35Z,DEV0033,PORT-DEV0033,ACC0005,sensor_service,services.exe,NONE,LOW,NORMAL,
EDR-00363,2026-06-04T07:20:04Z,DEV0003,PORT-DEV0003,ACC0024,vendor_agent,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00364,2026-06-16T20:10:42Z,DEV0097,PORT-DEV0097,ACC0054,plc_tool,services.exe,NONE,LOW,NORMAL,
EDR-00365,2026-06-30T02:16:19Z,DEV0074,PORT-DEV0074,ACC0048,ssh,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00366,2026-06-09T12:49:19Z,DEV0047,PORT-DEV0047,ACC0023,rdp,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00367,2026-06-16T01:28:07Z,DEV0003,PORT-DEV0003,ACC0015,maintenance_client,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00368,2026-06-02T17:45:53Z,DEV0003,PORT-DEV0003,ACC0047,yard_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00369,2026-06-14T06:07:45Z,DEV0007,PORT-DEV0007,ACC0043,ssh,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00370,2026-06-22T05:18:42Z,DEV0087,PORT-DEV0087,ACC0043,sensor_service,services.exe,LOGIN,LOW,NORMAL,
EDR-00371,2026-06-19T15:08:15Z,DEV0069,PORT-DEV0069,ACC0057,browser,vendor_agent,NONE,LOW,NORMAL,
EDR-00372,2026-06-02T23:15:05Z,DEV0088,PORT-DEV0088,ACC0040,plc_tool,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00373,2026-06-14T22:39:17Z,DEV0035,PORT-DEV0035,ACC0028,ssh,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00374,2026-06-24T01:41:06Z,DEV0009,PORT-DEV0009,ACC0043,sensor_service,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00375,2026-06-17T04:19:58Z,DEV0083,PORT-DEV0083,ACC0028,browser,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00376,2026-06-29T01:48:58Z,DEV0044,PORT-DEV0044,ACC0046,ssh,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00377,2026-06-22T10:58:13Z,DEV0053,PORT-DEV0053,ACC0057,yard_client,explorer.exe,NONE,LOW,NORMAL,
EDR-00378,2026-06-27T09:29:15Z,DEV0025,PORT-DEV0025,ACC0051,plc_tool,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00379,2026-06-23T03:08:41Z,DEV0097,PORT-DEV0097,ACC0050,yard_client,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00380,2026-06-20T09:26:42Z,DEV0083,PORT-DEV0083,ACC0059,sensor_service,vendor_agent,NONE,LOW,NORMAL,
EDR-00381,2026-06-10T23:51:53Z,DEV0086,PORT-DEV0086,ACC0049,browser,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00382,2026-06-06T07:34:47Z,DEV0018,PORT-DEV0018,ACC0058,plc_tool,vendor_agent,NONE,LOW,NORMAL,
EDR-00383,2026-06-15T13:14:53Z,DEV0045,PORT-DEV0045,ACC0054,plc_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00384,2026-06-21T16:13:50Z,DEV0064,PORT-DEV0064,ACC0018,yard_client,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00385,2026-06-28T23:38:49Z,DEV0029,PORT-DEV0029,ACC0017,rdp,yard_client,NONE,LOW,NORMAL,
EDR-00386,2026-06-17T02:19:48Z,DEV0016,PORT-DEV0016,ACC0055,maintenance_client,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00387,2026-06-20T13:26:45Z,DEV0077,PORT-DEV0077,ACC0036,vendor_agent,services.exe,NONE,LOW,NORMAL,
EDR-00388,2026-06-27T05:27:54Z,DEV0070,PORT-DEV0070,ACC0014,browser,explorer.exe,NONE,LOW,NORMAL,
EDR-00389,2026-06-26T20:03:48Z,DEV0077,PORT-DEV0077,ACC0030,browser,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00390,2026-06-06T01:22:19Z,DEV0055,PORT-DEV0055,ACC0048,yard_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00391,2026-06-06T12:34:52Z,DEV0070,PORT-DEV0070,ACC0016,maintenance_client,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00392,2026-06-30T19:55:03Z,DEV0099,PORT-DEV0099,ACC0007,browser,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00393,2026-06-26T02:32:31Z,DEV0056,PORT-DEV0056,ACC0016,yard_client,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00394,2026-06-26T13:52:16Z,DEV0057,PORT-DEV0057,ACC0039,ssh,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00395,2026-06-17T01:58:30Z,DEV0089,PORT-DEV0089,ACC0002,sensor_service,explorer.exe,NONE,LOW,NORMAL,
EDR-00396,2026-06-25T14:14:41Z,DEV0097,PORT-DEV0097,ACC0052,browser,explorer.exe,NONE,LOW,NORMAL,
EDR-00397,2026-06-13T09:06:20Z,DEV0047,PORT-DEV0047,ACC0054,remote_admin_tool,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00398,2026-06-22T21:26:16Z,DEV0038,PORT-DEV0038,ACC0049,plc_tool,explorer.exe,SUSPICIOUS_PROCESS,HIGH,SUSPICIOUS,
EDR-00399,2026-06-30T14:34:29Z,DEV0047,PORT-DEV0047,ACC0048,rdp,vendor_agent,NONE,LOW,NORMAL,
EDR-00400,2026-06-12T01:29:00Z,DEV0062,PORT-DEV0062,ACC0060,powershell_sim,yard_client,NEW_REMOTE_TOOL,HIGH,SUSPICIOUS,INC-T21-002
EDR-00401,2026-06-16T19:30:34Z,DEV0070,PORT-DEV0070,ACC0055,rdp,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00402,2026-06-15T11:28:57Z,DEV0006,PORT-DEV0006,ACC0018,browser,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00403,2026-06-14T15:13:06Z,DEV0046,PORT-DEV0046,ACC0032,rdp,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00404,2026-06-02T09:15:54Z,DEV0038,PORT-DEV0038,ACC0001,ssh,explorer.exe,NONE,LOW,NORMAL,
EDR-00405,2026-06-18T13:20:56Z,DEV0018,PORT-DEV0018,ACC0003,sensor_service,yard_client,NONE,LOW,NORMAL,
EDR-00406,2026-06-12T08:18:34Z,DEV0039,PORT-DEV0039,ACC0018,vendor_agent,services.exe,NONE,LOW,NORMAL,
EDR-00407,2026-06-14T18:06:05Z,DEV0095,PORT-DEV0095,ACC0020,maintenance_client,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00408,2026-06-30T23:10:57Z,DEV0038,PORT-DEV0038,ACC0012,yard_client,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00409,2026-06-25T17:07:44Z,DEV0043,PORT-DEV0043,ACC0011,maintenance_client,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00410,2026-06-14T20:15:48Z,DEV0051,PORT-DEV0051,ACC0044,maintenance_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00411,2026-06-12T19:38:38Z,DEV0072,PORT-DEV0072,ACC0025,sensor_service,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00412,2026-06-28T08:22:38Z,DEV0007,PORT-DEV0007,ACC0059,ssh,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00413,2026-06-11T06:10:18Z,DEV0046,PORT-DEV0046,ACC0006,yard_client,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00414,2026-06-21T08:50:12Z,DEV0021,PORT-DEV0021,ACC0031,vendor_agent,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00415,2026-06-12T17:00:24Z,DEV0025,PORT-DEV0025,ACC0012,browser,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00416,2026-06-20T22:28:32Z,DEV0066,PORT-DEV0066,ACC0008,ssh,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00417,2026-06-12T20:25:27Z,DEV0040,PORT-DEV0040,ACC0034,sensor_service,explorer.exe,NONE,LOW,NORMAL,
EDR-00418,2026-06-12T18:54:57Z,DEV0014,PORT-DEV0014,ACC0017,yard_client,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00419,2026-06-14T05:38:45Z,DEV0023,PORT-DEV0023,ACC0038,remote_admin_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00420,2026-06-10T18:20:00Z,DEV0013,PORT-DEV0013,ACC0017,rdp,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00421,2026-06-19T22:01:49Z,DEV0088,PORT-DEV0088,ACC0040,remote_admin_tool,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00422,2026-06-17T18:33:32Z,DEV0039,PORT-DEV0039,ACC0041,sensor_service,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00423,2026-06-27T02:38:58Z,DEV0059,PORT-DEV0059,ACC0035,sensor_service,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00424,2026-06-08T12:02:00Z,DEV0060,PORT-DEV0060,ACC0057,vendor_agent,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00425,2026-06-06T00:15:47Z,DEV0004,PORT-DEV0004,ACC0022,vendor_agent,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00426,2026-06-16T10:58:25Z,DEV0070,PORT-DEV0070,ACC0026,yard_client,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00427,2026-06-20T14:17:47Z,DEV0020,PORT-DEV0020,ACC0009,rdp,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00428,2026-06-23T17:16:54Z,DEV0074,PORT-DEV0074,ACC0049,ssh,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00429,2026-06-06T05:38:40Z,DEV0019,PORT-DEV0019,ACC0048,vendor_agent,services.exe,NONE,LOW,NORMAL,
EDR-00430,2026-06-30T11:56:05Z,DEV0065,PORT-DEV0065,ACC0020,plc_tool,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00431,2026-06-23T01:09:17Z,DEV0022,PORT-DEV0022,ACC0037,powershell_sim,yard_client,UNUSUAL_PARENT_PROCESS,MEDIUM,SUSPICIOUS,
EDR-00432,2026-06-25T14:26:03Z,DEV0073,PORT-DEV0073,ACC0024,rdp,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00433,2026-06-15T22:44:34Z,DEV0053,PORT-DEV0053,ACC0001,rdp,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00434,2026-06-09T04:33:04Z,DEV0024,PORT-DEV0024,ACC0041,vendor_agent,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00435,2026-06-10T21:33:49Z,DEV0024,PORT-DEV0024,ACC0002,ssh,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00436,2026-06-05T22:48:00Z,DEV0099,PORT-DEV0099,ACC0029,credential_helper_sim,yard_client,UNUSUAL_PARENT_PROCESS,MEDIUM,SUSPICIOUS,INC-T21-001
EDR-00437,2026-06-18T21:25:52Z,DEV0034,PORT-DEV0034,ACC0008,remote_admin_tool,explorer.exe,NONE,LOW,NORMAL,
EDR-00438,2026-06-21T09:58:38Z,DEV0071,PORT-DEV0071,ACC0004,ssh,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00439,2026-06-05T10:58:34Z,DEV0031,PORT-DEV0031,ACC0043,sensor_service,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00440,2026-06-09T12:13:26Z,DEV0019,PORT-DEV0019,ACC0009,rdp,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00441,2026-06-05T11:43:39Z,DEV0069,PORT-DEV0069,ACC0028,rdp,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00442,2026-06-25T15:06:38Z,DEV0031,PORT-DEV0031,ACC0023,plc_tool,yard_client,UNUSUAL_PARENT_PROCESS,CRITICAL,SUSPICIOUS,
EDR-00443,2026-06-03T13:38:35Z,DEV0081,PORT-DEV0081,ACC0010,remote_admin_tool,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00444,2026-06-05T10:46:43Z,DEV0090,PORT-DEV0090,ACC0050,rdp,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00445,2026-06-20T13:33:07Z,DEV0022,PORT-DEV0022,ACC0031,maintenance_client,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00446,2026-06-29T10:45:55Z,DEV0046,PORT-DEV0046,ACC0037,plc_tool,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00447,2026-06-24T06:28:40Z,DEV0083,PORT-DEV0083,ACC0003,ssh,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00448,2026-06-19T05:04:40Z,DEV0070,PORT-DEV0070,ACC0013,sensor_service,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00449,2026-06-03T17:11:58Z,DEV0085,PORT-DEV0085,ACC0013,rdp,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00450,2026-06-14T04:53:26Z,DEV0051,PORT-DEV0051,ACC0008,ssh,yard_client,LOGIN,LOW,NORMAL,
EDR-00451,2026-06-23T15:01:40Z,DEV0054,PORT-DEV0054,ACC0019,maintenance_client,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00452,2026-06-16T01:25:18Z,DEV0033,PORT-DEV0033,ACC0024,yard_client,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00453,2026-06-12T10:46:14Z,DEV0012,PORT-DEV0012,ACC0014,ssh,services.exe,NONE,LOW,NORMAL,
EDR-00454,2026-06-13T07:58:48Z,DEV0055,PORT-DEV0055,ACC0023,ssh,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00455,2026-06-18T17:31:18Z,DEV0077,PORT-DEV0077,ACC0038,yard_client,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00456,2026-06-25T20:09:13Z,DEV0070,PORT-DEV0070,ACC0038,sensor_service,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00457,2026-06-28T16:34:44Z,DEV0032,PORT-DEV0032,ACC0038,browser,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00458,2026-06-17T11:04:48Z,DEV0066,PORT-DEV0066,ACC0048,maintenance_client,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00459,2026-06-09T15:15:05Z,DEV0012,PORT-DEV0012,ACC0006,rdp,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00460,2026-06-23T07:08:04Z,DEV0041,PORT-DEV0041,ACC0052,plc_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00461,2026-06-11T07:54:02Z,DEV0080,PORT-DEV0080,ACC0052,ssh,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00462,2026-06-13T17:13:32Z,DEV0033,PORT-DEV0033,ACC0047,browser,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00463,2026-06-29T04:42:30Z,DEV0027,PORT-DEV0027,ACC0003,maintenance_client,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00464,2026-06-25T18:49:48Z,DEV0071,PORT-DEV0071,ACC0031,plc_tool,services.exe,NONE,LOW,NORMAL,
EDR-00465,2026-06-09T01:14:05Z,DEV0014,PORT-DEV0014,ACC0011,remote_admin_tool,yard_client,LOGIN,LOW,NORMAL,
EDR-00466,2026-06-11T19:48:41Z,DEV0071,PORT-DEV0071,ACC0002,plc_tool,yard_client,NONE,LOW,NORMAL,
EDR-00467,2026-06-27T21:37:44Z,DEV0099,PORT-DEV0099,ACC0005,sensor_service,vendor_agent,NONE,LOW,NORMAL,
EDR-00468,2026-06-14T16:24:59Z,DEV0019,PORT-DEV0019,ACC0038,plc_tool,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00469,2026-06-03T13:36:11Z,DEV0092,PORT-DEV0092,ACC0048,ssh,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00470,2026-06-11T18:45:17Z,DEV0089,PORT-DEV0089,ACC0010,browser,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00471,2026-06-13T13:10:46Z,DEV0098,PORT-DEV0098,ACC0017,yard_client,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00472,2026-06-19T04:07:08Z,DEV0072,PORT-DEV0072,ACC0028,browser,services.exe,LOGIN,LOW,NORMAL,
EDR-00473,2026-06-23T12:40:31Z,DEV0029,PORT-DEV0029,ACC0058,remote_admin_tool,explorer.exe,UNUSUAL_PARENT_PROCESS,CRITICAL,SUSPICIOUS,
EDR-00474,2026-06-27T23:14:35Z,DEV0035,PORT-DEV0035,ACC0052,browser,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00475,2026-06-25T14:39:03Z,DEV0065,PORT-DEV0065,ACC0016,browser,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00476,2026-06-02T14:58:27Z,DEV0035,PORT-DEV0035,ACC0033,browser,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00477,2026-06-22T21:08:40Z,DEV0094,PORT-DEV0094,ACC0046,sensor_service,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00478,2026-06-03T08:03:48Z,DEV0041,PORT-DEV0041,ACC0053,sensor_service,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00479,2026-06-08T07:54:10Z,DEV0055,PORT-DEV0055,ACC0004,browser,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00480,2026-06-23T14:58:15Z,DEV0004,PORT-DEV0004,ACC0014,remote_admin_tool,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00481,2026-06-11T01:11:54Z,DEV0012,PORT-DEV0012,ACC0016,vendor_agent,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00482,2026-06-12T09:27:54Z,DEV0056,PORT-DEV0056,ACC0026,remote_admin_tool,yard_client,UNUSUAL_PARENT_PROCESS,MEDIUM,SUSPICIOUS,
EDR-00483,2026-06-11T00:04:18Z,DEV0014,PORT-DEV0014,ACC0048,remote_admin_tool,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00484,2026-06-28T08:50:36Z,DEV0063,PORT-DEV0063,ACC0053,yard_client,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00485,2026-06-24T22:04:45Z,DEV0096,PORT-DEV0096,ACC0003,vendor_agent,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00486,2026-06-05T09:57:33Z,DEV0012,PORT-DEV0012,ACC0018,rdp,explorer.exe,NONE,LOW,NORMAL,
EDR-00487,2026-06-23T14:37:21Z,DEV0047,PORT-DEV0047,ACC0044,browser,services.exe,LOGIN,LOW,NORMAL,
EDR-00488,2026-06-17T13:07:39Z,DEV0092,PORT-DEV0092,ACC0058,sensor_service,vendor_agent,NONE,LOW,NORMAL,
EDR-00489,2026-06-25T12:24:21Z,DEV0031,PORT-DEV0031,ACC0037,remote_admin_tool,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00490,2026-06-05T12:43:33Z,DEV0100,PORT-DEV0100,ACC0009,remote_admin_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00491,2026-06-30T09:43:07Z,DEV0060,PORT-DEV0060,ACC0006,rdp,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00492,2026-06-15T05:32:28Z,DEV0060,PORT-DEV0060,ACC0023,plc_tool,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00493,2026-06-06T20:57:55Z,DEV0061,PORT-DEV0061,ACC0015,remote_admin_tool,services.exe,LOGIN,LOW,NORMAL,
EDR-00494,2026-06-14T07:40:29Z,DEV0007,PORT-DEV0007,ACC0044,browser,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00495,2026-06-05T00:00:47Z,DEV0049,PORT-DEV0049,ACC0001,browser,services.exe,NONE,LOW,NORMAL,
EDR-00496,2026-06-09T11:10:30Z,DEV0075,PORT-DEV0075,ACC0044,yard_client,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00497,2026-06-08T14:11:01Z,DEV0069,PORT-DEV0069,ACC0020,ssh,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00498,2026-06-18T23:13:00Z,DEV0087,PORT-DEV0087,ACC0017,powershell_sim,services.exe,REMOTE_EXECUTION,HIGH,SUSPICIOUS,INC-T21-003
EDR-00499,2026-06-29T17:52:18Z,DEV0029,PORT-DEV0029,ACC0011,browser,yard_client,LOGIN,LOW,NORMAL,
EDR-00500,2026-06-07T03:53:40Z,DEV0062,PORT-DEV0062,ACC0012,vendor_agent,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00501,2026-06-09T12:30:54Z,DEV0073,PORT-DEV0073,ACC0040,yard_client,explorer.exe,NONE,LOW,NORMAL,
EDR-00502,2026-06-07T03:15:39Z,DEV0060,PORT-DEV0060,ACC0023,remote_admin_tool,yard_client,UNUSUAL_PARENT_PROCESS,HIGH,SUSPICIOUS,
EDR-00503,2026-06-05T23:55:26Z,DEV0098,PORT-DEV0098,ACC0009,plc_tool,yard_client,LOGIN,LOW,NORMAL,
EDR-00504,2026-06-15T21:13:00Z,DEV0006,PORT-DEV0006,ACC0007,sensor_service,services.exe,NONE,LOW,NORMAL,
EDR-00505,2026-06-08T21:37:18Z,DEV0072,PORT-DEV0072,ACC0034,yard_client,services.exe,LOGIN,LOW,NORMAL,
EDR-00506,2026-06-03T07:04:30Z,DEV0088,PORT-DEV0088,ACC0018,yard_client,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00507,2026-06-24T19:13:04Z,DEV0037,PORT-DEV0037,ACC0012,rdp,services.exe,NONE,LOW,NORMAL,
EDR-00508,2026-06-29T14:19:34Z,DEV0029,PORT-DEV0029,ACC0057,remote_admin_tool,services.exe,REMOTE_EXECUTION,CRITICAL,SUSPICIOUS,
EDR-00509,2026-06-26T09:58:16Z,DEV0054,PORT-DEV0054,ACC0038,plc_tool,explorer.exe,NONE,LOW,NORMAL,
EDR-00510,2026-06-16T08:17:42Z,DEV0040,PORT-DEV0040,ACC0039,vendor_agent,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00511,2026-06-07T03:29:06Z,DEV0081,PORT-DEV0081,ACC0025,remote_admin_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00512,2026-06-18T23:07:00Z,DEV0087,PORT-DEV0087,ACC0052,plc_tool,vendor_agent,NEW_REMOTE_TOOL,HIGH,SUSPICIOUS,INC-T21-003
EDR-00513,2026-06-14T13:37:29Z,DEV0056,PORT-DEV0056,ACC0055,ssh,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00514,2026-06-05T09:00:51Z,DEV0092,PORT-DEV0092,ACC0043,plc_tool,vendor_agent,NONE,LOW,NORMAL,
EDR-00515,2026-06-07T16:45:19Z,DEV0088,PORT-DEV0088,ACC0021,yard_client,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00516,2026-06-25T00:45:20Z,DEV0094,PORT-DEV0094,ACC0053,vendor_agent,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00517,2026-06-27T17:03:27Z,DEV0004,PORT-DEV0004,ACC0001,maintenance_client,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00518,2026-06-02T21:52:20Z,DEV0030,PORT-DEV0030,ACC0004,yard_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00519,2026-06-28T12:45:32Z,DEV0006,PORT-DEV0006,ACC0014,yard_client,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00520,2026-06-02T04:11:39Z,DEV0010,PORT-DEV0010,ACC0021,rdp,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00521,2026-06-17T21:13:44Z,DEV0001,PORT-DEV0001,ACC0045,sensor_service,vendor_agent,NONE,LOW,NORMAL,
EDR-00522,2026-06-22T11:42:38Z,DEV0052,PORT-DEV0052,ACC0015,browser,explorer.exe,NONE,LOW,NORMAL,
EDR-00523,2026-06-14T13:49:39Z,DEV0036,PORT-DEV0036,ACC0042,rdp,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00524,2026-06-12T15:26:20Z,DEV0080,PORT-DEV0080,ACC0012,vendor_agent,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00525,2026-06-11T00:50:43Z,DEV0053,PORT-DEV0053,ACC0055,ssh,services.exe,LOGIN,LOW,NORMAL,
EDR-00526,2026-06-18T06:58:45Z,DEV0059,PORT-DEV0059,ACC0043,remote_admin_tool,vendor_agent,NONE,LOW,NORMAL,
EDR-00527,2026-06-13T09:38:30Z,DEV0064,PORT-DEV0064,ACC0060,browser,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00528,2026-06-18T23:15:00Z,DEV0087,PORT-DEV0087,ACC0017,remote_admin_tool,explorer.exe,NEW_REMOTE_TOOL,CRITICAL,SUSPICIOUS,INC-T21-003
EDR-00529,2026-06-06T05:04:48Z,DEV0032,PORT-DEV0032,ACC0050,yard_client,yard_client,NONE,LOW,NORMAL,
EDR-00530,2026-06-08T04:56:40Z,DEV0087,PORT-DEV0087,ACC0056,remote_admin_tool,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00531,2026-06-21T01:02:56Z,DEV0028,PORT-DEV0028,ACC0042,yard_client,yard_client,LOGIN,LOW,NORMAL,
EDR-00532,2026-06-15T03:18:16Z,DEV0095,PORT-DEV0095,ACC0030,rdp,yard_client,LOGIN,LOW,NORMAL,
EDR-00533,2026-06-08T15:00:38Z,DEV0031,PORT-DEV0031,ACC0036,plc_tool,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00534,2026-06-15T12:12:10Z,DEV0077,PORT-DEV0077,ACC0034,maintenance_client,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00535,2026-06-16T20:58:36Z,DEV0082,PORT-DEV0082,ACC0031,ssh,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00536,2026-06-21T08:07:16Z,DEV0054,PORT-DEV0054,ACC0003,sensor_service,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00537,2026-06-09T02:07:22Z,DEV0050,PORT-DEV0050,ACC0014,vendor_agent,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00538,2026-06-26T19:14:01Z,DEV0016,PORT-DEV0016,ACC0020,yard_client,explorer.exe,NONE,LOW,NORMAL,
EDR-00539,2026-06-08T14:19:50Z,DEV0065,PORT-DEV0065,ACC0012,sensor_service,services.exe,SERVICE_EVENT,LOW,NORMAL,
