event_id,timestamp,vendor_id,account_id,source_ip,device_id,auth_result,MFA_status,session_duration_sec,role,access_zone,off_hours,new_device,event_label,incident_id
VPN-00882,2026-06-21T20:02:34Z,V017,ACC0013,192.0.2.12,DEV0025,SUCCESS,YES,174,NetworkVendor,GATE-B,YES,NO,NORMAL,
VPN-00883,2026-06-13T19:52:00Z,V010,ACC0044,192.0.2.13,DEV0087,SUCCESS,YES,167,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-00884,2026-06-27T02:04:09Z,V017,ACC0053,192.0.2.14,DEV0005,SUCCESS,YES,25,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00885,2026-06-18T07:16:31Z,V016,ACC0046,192.0.2.15,DEV0091,SUCCESS,YES,100,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-00886,2026-06-22T15:15:01Z,V008,ACC0030,192.0.2.16,DEV0059,SUCCESS,YES,77,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-00887,2026-06-03T21:26:03Z,V012,ACC0058,192.0.2.17,DEV0015,SUCCESS,YES,178,NetworkVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00888,2026-06-20T13:33:37Z,V013,ACC0025,192.0.2.18,DEV0049,SUCCESS,YES,75,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-00889,2026-06-30T02:09:49Z,V002,ACC0048,192.0.2.19,DEV0095,SUCCESS,YES,64,NetworkVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00890,2026-06-01T16:36:30Z,V014,ACC0012,192.0.2.20,DEV0023,SUCCESS,YES,172,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00891,2026-06-05T11:17:41Z,V012,ACC0018,192.0.2.21,DEV0035,SUCCESS,YES,42,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00892,2026-06-27T21:59:38Z,V019,ACC0007,198.51.100.129,DEV0013,SUCCESS,FAILED,352,MaintenanceVendor,YARD-B,YES,NO,SUSPICIOUS,
VPN-00893,2026-06-24T19:28:23Z,V011,ACC0031,192.0.2.23,DEV0061,SUCCESS,YES,30,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00894,2026-06-23T07:04:25Z,V002,ACC0048,192.0.2.24,DEV0095,SUCCESS,YES,65,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00895,2026-06-06T17:35:04Z,V011,ACC0011,192.0.2.25,DEV0021,SUCCESS,FAILED,112,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-00896,2026-06-06T13:02:23Z,V020,ACC0014,192.0.2.26,DEV0027,SUCCESS,YES,118,AutomationVendor,YARD-C,NO,NO,NORMAL,
VPN-00897,2026-06-01T18:39:40Z,V002,ACC0048,192.0.2.27,DEV0095,SUCCESS,YES,59,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00898,2026-06-11T10:05:43Z,V001,ACC0001,192.0.2.28,DEV0001,SUCCESS,YES,76,CraneVendor,YARD-C,NO,NO,NORMAL,
VPN-00899,2026-06-22T16:13:09Z,V002,ACC0028,192.0.2.29,DEV0055,FAILURE,YES,119,NetworkVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00900,2026-06-06T19:12:30Z,V001,ACC0041,192.0.2.30,DEV0081,SUCCESS,YES,75,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00901,2026-06-15T08:45:18Z,V016,ACC0006,192.0.2.31,DEV0011,SUCCESS,YES,112,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-00902,2026-06-19T04:07:45Z,V010,ACC0004,198.51.100.237,DEV0007,SUCCESS,FAILED,290,AutomationVendor,GATE-A,YES,NO,SUSPICIOUS,
VPN-00903,2026-06-19T10:57:59Z,V003,ACC0015,192.0.2.33,DEV0029,SUCCESS,YES,27,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-00904,2026-06-05T09:22:25Z,V013,ACC0045,192.0.2.34,DEV0089,FAILURE,YES,23,YardVendor,GATE-A,NO,NO,NORMAL,
VPN-00905,2026-06-30T02:27:22Z,V007,ACC0023,192.0.2.35,DEV0045,SUCCESS,YES,166,NetworkVendor,GATE-B,YES,NO,NORMAL,
VPN-00906,2026-06-04T23:03:12Z,V015,ACC0039,192.0.2.36,DEV0077,SUCCESS,YES,113,AutomationVendor,YARD-C,YES,NO,NORMAL,
VPN-00907,2026-06-13T19:39:11Z,V020,ACC0014,192.0.2.37,DEV0027,SUCCESS,YES,32,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00908,2026-06-25T10:36:14Z,V010,ACC0044,192.0.2.38,DEV0087,SUCCESS,YES,19,AutomationVendor,GATE-A,NO,NO,NORMAL,
VPN-00909,2026-06-29T01:17:49Z,V008,ACC0010,192.0.2.39,DEV0019,SUCCESS,FAILED,125,YardVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00910,2026-06-12T22:40:51Z,V013,ACC0025,192.0.2.40,DEV0049,SUCCESS,YES,165,YardVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00911,2026-06-07T03:22:34Z,V004,ACC0002,192.0.2.41,DEV0003,SUCCESS,YES,85,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00912,2026-06-03T23:43:52Z,V006,ACC0016,192.0.2.42,DEV0031,SUCCESS,YES,166,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00913,2026-06-11T16:38:19Z,V001,ACC0041,192.0.2.43,DEV0081,SUCCESS,YES,157,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-00914,2026-06-16T09:30:17Z,V016,ACC0026,192.0.2.44,DEV0051,SUCCESS,YES,75,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00915,2026-06-09T07:58:31Z,V001,ACC0001,192.0.2.45,DEV0001,SUCCESS,YES,42,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00916,2026-06-22T14:53:49Z,V003,ACC0035,192.0.2.46,DEV0069,SUCCESS,YES,171,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-00917,2026-06-20T21:19:58Z,V002,ACC0008,192.0.2.47,DEV0015,SUCCESS,YES,119,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00918,2026-06-14T00:51:09Z,V004,ACC0002,192.0.2.48,DEV0003,SUCCESS,YES,59,MaintenanceVendor,GATE-B,YES,NO,NORMAL,
VPN-00919,2026-06-04T12:50:56Z,V002,ACC0028,192.0.2.49,DEV0055,SUCCESS,YES,21,NetworkVendor,YARD-B,NO,NO,NORMAL,
VPN-00920,2026-06-21T09:12:35Z,V018,ACC0040,192.0.2.50,DEV0079,SUCCESS,YES,119,YardVendor,YARD-C,NO,NO,NORMAL,
VPN-00921,2026-06-01T09:28:08Z,V020,ACC0014,192.0.2.51,DEV0027,SUCCESS,YES,60,AutomationVendor,GATE-B,NO,NO,NORMAL,
VPN-00922,2026-06-30T21:24:15Z,V007,ACC0043,192.0.2.52,DEV0085,SUCCESS,YES,63,NetworkVendor,YARD-A,YES,NO,NORMAL,
VPN-00923,2026-06-10T14:08:49Z,V002,ACC0028,192.0.2.53,DEV0055,SUCCESS,YES,22,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-00924,2026-06-11T10:03:59Z,V016,ACC0046,192.0.2.54,DEV0091,SUCCESS,YES,66,CraneVendor,GATE-B,NO,NO,NORMAL,
VPN-00925,2026-06-12T06:29:00Z,V011,ACC0011,192.0.2.55,DEV0021,SUCCESS,YES,35,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-00926,2026-06-03T14:39:48Z,V004,ACC0022,192.0.2.56,DEV0043,SUCCESS,YES,96,MaintenanceVendor,GATE-B,NO,NO,NORMAL,
VPN-00927,2026-06-02T14:02:42Z,V016,ACC0046,192.0.2.57,DEV0091,SUCCESS,YES,100,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-00928,2026-06-25T06:17:29Z,V005,ACC0049,192.0.2.58,DEV0097,SUCCESS,YES,34,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00929,2026-06-18T22:32:01Z,V019,ACC0027,192.0.2.59,DEV0053,SUCCESS,YES,32,MaintenanceVendor,YARD-C,YES,NO,NORMAL,
VPN-00930,2026-06-30T15:53:43Z,V007,ACC0043,192.0.2.60,DEV0085,SUCCESS,YES,131,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-00931,2026-06-05T02:01:45Z,V020,ACC0034,192.0.2.61,DEV0067,FAILURE,YES,69,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00932,2026-06-24T13:18:44Z,V008,ACC0050,192.0.2.62,DEV0099,SUCCESS,FAILED,177,YardVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00933,2026-06-19T01:07:08Z,V010,ACC0024,192.0.2.63,DEV0047,SUCCESS,YES,59,AutomationVendor,YARD-C,YES,NO,NORMAL,
VPN-00934,2026-06-23T22:44:17Z,V009,ACC0037,192.0.2.64,DEV0073,SUCCESS,YES,55,MaintenanceVendor,GATE-B,YES,NO,NORMAL,
VPN-00935,2026-06-20T09:33:04Z,V004,ACC0002,192.0.2.65,DEV0003,SUCCESS,YES,122,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00936,2026-06-17T15:55:07Z,V012,ACC0058,192.0.2.66,DEV0015,SUCCESS,FAILED,63,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00937,2026-06-26T07:16:44Z,V002,ACC0048,192.0.2.67,DEV0095,SUCCESS,YES,113,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00938,2026-06-01T15:36:17Z,V007,ACC0023,192.0.2.68,DEV0045,SUCCESS,YES,108,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00939,2026-06-17T23:40:05Z,V012,ACC0058,192.0.2.69,DEV0015,SUCCESS,YES,149,NetworkVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00940,2026-06-08T00:37:12Z,V012,ACC0018,192.0.2.70,DEV0035,SUCCESS,YES,84,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-00941,2026-06-29T01:09:33Z,V010,ACC0044,192.0.2.71,DEV0087,SUCCESS,YES,161,AutomationVendor,YARD-A,YES,NO,NORMAL,
VPN-00942,2026-06-06T23:11:53Z,V013,ACC0045,192.0.2.72,DEV0089,SUCCESS,YES,107,YardVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00943,2026-06-20T00:52:55Z,V005,ACC0009,192.0.2.73,DEV0017,SUCCESS,YES,5,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00944,2026-06-19T14:46:52Z,V013,ACC0025,192.0.2.74,DEV0049,SUCCESS,YES,69,YardVendor,GATE-A,NO,NO,NORMAL,
VPN-00945,2026-06-14T01:27:33Z,V015,ACC0039,192.0.2.75,DEV0077,SUCCESS,YES,36,AutomationVendor,YARD-C,YES,NO,NORMAL,
VPN-00946,2026-06-07T03:35:31Z,V015,ACC0019,192.0.2.76,DEV0037,SUCCESS,YES,112,AutomationVendor,YARD-B,YES,NO,NORMAL,
VPN-00947,2026-06-13T21:16:19Z,V010,ACC0024,192.0.2.77,DEV0047,SUCCESS,YES,81,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-00948,2026-06-02T23:54:07Z,V018,ACC0020,192.0.2.78,DEV0039,SUCCESS,YES,51,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-00949,2026-06-06T14:20:23Z,V001,ACC0001,192.0.2.79,DEV0001,SUCCESS,YES,133,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00950,2026-06-19T20:40:46Z,V011,ACC0031,192.0.2.80,DEV0061,SUCCESS,YES,174,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00951,2026-06-22T01:11:32Z,V007,ACC0003,192.0.2.81,DEV0005,SUCCESS,YES,44,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00952,2026-06-13T02:18:23Z,V007,ACC0043,192.0.2.82,DEV0085,SUCCESS,YES,13,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00953,2026-06-03T02:34:59Z,V017,ACC0053,192.0.2.83,DEV0005,SUCCESS,YES,74,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-00954,2026-06-03T03:51:08Z,V005,ACC0009,192.0.2.84,DEV0017,SUCCESS,YES,118,AutomationVendor,YARD-A,YES,NO,NORMAL,
VPN-00955,2026-06-16T21:46:59Z,V008,ACC0030,192.0.2.85,DEV0059,SUCCESS,YES,115,YardVendor,YARD-B,YES,NO,NORMAL,
VPN-00956,2026-06-16T02:48:26Z,V014,ACC0012,198.51.100.112,DEV0023,SUCCESS,NO,359,MaintenanceVendor,YARD-B,YES,NO,SUSPICIOUS,
VPN-00957,2026-06-08T08:55:05Z,V002,ACC0008,192.0.2.87,DEV0015,SUCCESS,YES,125,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00958,2026-06-30T21:19:25Z,V007,ACC0043,192.0.2.88,DEV0085,SUCCESS,YES,111,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00959,2026-06-07T07:24:02Z,V014,ACC0012,192.0.2.89,DEV0023,SUCCESS,YES,50,MaintenanceVendor,GATE-B,NO,NO,NORMAL,
VPN-00960,2026-06-03T03:54:12Z,V005,ACC0009,192.0.2.90,DEV0017,SUCCESS,YES,62,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00961,2026-06-14T10:26:29Z,V010,ACC0024,192.0.2.91,DEV0047,SUCCESS,YES,97,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00962,2026-06-24T06:13:51Z,V008,ACC0050,192.0.2.92,DEV0099,SUCCESS,YES,46,YardVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00963,2026-06-02T17:00:16Z,V015,ACC0059,192.0.2.93,DEV0017,SUCCESS,YES,37,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-00964,2026-06-12T07:14:28Z,V001,ACC0041,192.0.2.94,DEV0081,SUCCESS,YES,75,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-00965,2026-06-29T12:00:37Z,V001,ACC0041,192.0.2.95,DEV0081,SUCCESS,YES,122,CraneVendor,YARD-A,NO,NO,NORMAL,
VPN-00966,2026-06-09T20:11:01Z,V009,ACC0017,192.0.2.96,DEV0033,SUCCESS,YES,137,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-00967,2026-06-11T22:06:35Z,V020,ACC0054,192.0.2.97,DEV0007,SUCCESS,YES,12,AutomationVendor,GATE-A,YES,NO,NORMAL,
VPN-00968,2026-06-17T04:48:13Z,V012,ACC0018,192.0.2.98,DEV0035,SUCCESS,YES,56,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-00969,2026-06-25T18:07:37Z,V009,ACC0057,192.0.2.99,DEV0013,SUCCESS,YES,118,MaintenanceVendor,YARD-A,NO,NO,NORMAL,
VPN-00970,2026-06-09T19:04:19Z,V012,ACC0018,192.0.2.100,DEV0035,SUCCESS,YES,17,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00971,2026-06-16T00:09:12Z,V002,ACC0008,198.51.100.145,DEV0015,FAILURE,NO,378,NetworkVendor,CONTROL-ROOM,YES,NO,SUSPICIOUS,
VPN-00972,2026-06-26T16:16:36Z,V007,ACC0003,192.0.2.102,DEV0005,SUCCESS,YES,134,NetworkVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00973,2026-06-21T02:52:30Z,V011,ACC0031,192.0.2.103,DEV0061,FAILURE,YES,16,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00974,2026-06-12T13:50:59Z,V006,ACC0016,192.0.2.104,DEV0031,SUCCESS,YES,87,CraneVendor,YARD-C,NO,NO,NORMAL,
VPN-00975,2026-06-03T19:02:06Z,V012,ACC0058,192.0.2.105,DEV0015,SUCCESS,YES,12,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00976,2026-06-18T06:11:32Z,V012,ACC0058,192.0.2.106,DEV0015,SUCCESS,YES,165,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00977,2026-06-12T08:08:26Z,V019,ACC0007,192.0.2.107,DEV0013,SUCCESS,YES,55,MaintenanceVendor,GATE-B,NO,NO,NORMAL,
VPN-00978,2026-06-08T16:36:37Z,V014,ACC0012,192.0.2.108,DEV0023,SUCCESS,YES,140,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00979,2026-06-13T05:16:59Z,V011,ACC0011,192.0.2.109,DEV0021,SUCCESS,YES,90,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00980,2026-06-07T22:41:23Z,V020,ACC0014,192.0.2.110,DEV0027,SUCCESS,FAILED,9,AutomationVendor,YARD-A,YES,NO,NORMAL,
VPN-00981,2026-06-27T09:03:01Z,V016,ACC0046,192.0.2.111,DEV0091,SUCCESS,YES,78,CraneVendor,GATE-B,NO,NO,NORMAL,
VPN-00982,2026-06-05T22:38:00Z,V014,ACC0014,198.51.100.193,DEV0099,SUCCESS,FAILED,302,AutomationVendor,OT-ZONE,YES,YES,SUSPICIOUS,INC-T21-001
VPN-00983,2026-06-08T17:00:02Z,V003,ACC0015,192.0.2.113,DEV0029,SUCCESS,FAILED,138,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-00984,2026-06-10T23:45:15Z,V008,ACC0010,192.0.2.114,DEV0019,SUCCESS,YES,26,YardVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00985,2026-06-26T22:46:12Z,V017,ACC0033,198.51.100.94,DEV0065,SUCCESS,NO,329,NetworkVendor,OT-ZONE,YES,NO,SUSPICIOUS,
VPN-00986,2026-06-13T06:42:25Z,V002,ACC0008,192.0.2.116,DEV0015,SUCCESS,FAILED,160,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00987,2026-06-09T06:35:37Z,V020,ACC0054,192.0.2.117,DEV0007,SUCCESS,YES,80,AutomationVendor,GATE-A,NO,NO,NORMAL,
VPN-00988,2026-06-18T16:05:33Z,V016,ACC0026,192.0.2.118,DEV0051,SUCCESS,YES,88,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-00989,2026-06-15T18:39:17Z,V012,ACC0018,192.0.2.119,DEV0035,SUCCESS,YES,118,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-00990,2026-06-05T21:11:26Z,V013,ACC0005,192.0.2.120,DEV0009,SUCCESS,YES,159,YardVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00991,2026-06-22T23:05:35Z,V016,ACC0026,192.0.2.121,DEV0051,SUCCESS,YES,112,CraneVendor,GATE-B,YES,NO,NORMAL,
VPN-00992,2026-06-25T22:59:40Z,V017,ACC0053,192.0.2.122,DEV0005,SUCCESS,YES,53,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-00993,2026-06-29T23:44:57Z,V012,ACC0018,192.0.2.123,DEV0035,SUCCESS,YES,82,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-00994,2026-06-15T09:08:22Z,V015,ACC0019,192.0.2.124,DEV0037,SUCCESS,YES,118,AutomationVendor,YARD-C,NO,NO,NORMAL,
VPN-00995,2026-06-09T13:59:20Z,V018,ACC0060,192.0.2.125,DEV0019,SUCCESS,YES,110,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00996,2026-06-25T18:22:50Z,V010,ACC0024,192.0.2.126,DEV0047,SUCCESS,YES,136,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00997,2026-06-22T19:52:08Z,V017,ACC0053,192.0.2.127,DEV0005,SUCCESS,YES,68,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-00998,2026-06-12T00:21:11Z,V014,ACC0052,192.0.2.128,DEV0003,SUCCESS,YES,131,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00999,2026-06-12T07:16:50Z,V014,ACC0012,192.0.2.129,DEV0023,SUCCESS,YES,9,MaintenanceVendor,GATE-B,NO,NO,NORMAL,
VPN-01000,2026-06-11T22:23:36Z,V014,ACC0012,192.0.2.130,DEV0023,SUCCESS,YES,39,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-01001,2026-06-12T02:57:18Z,V018,ACC0020,192.0.2.131,DEV0039,SUCCESS,YES,26,YardVendor,YARD-A,YES,NO,NORMAL,
VPN-01002,2026-06-28T06:38:45Z,V008,ACC0050,192.0.2.132,DEV0099,SUCCESS,YES,81,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-01003,2026-06-23T21:43:34Z,V005,ACC0029,192.0.2.133,DEV0057,SUCCESS,YES,136,AutomationVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01004,2026-06-06T03:27:00Z,V008,ACC0050,192.0.2.134,DEV0099,SUCCESS,YES,147,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-01005,2026-06-04T04:34:05Z,V013,ACC0045,198.51.100.149,DEV0089,SUCCESS,FAILED,369,YardVendor,CONTROL-ROOM,YES,NO,SUSPICIOUS,
VPN-01006,2026-06-10T07:40:19Z,V007,ACC0043,192.0.2.136,DEV0085,SUCCESS,YES,176,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01007,2026-06-11T05:16:03Z,V007,ACC0023,198.51.100.75,DEV0045,FAILURE,NO,365,NetworkVendor,OT-ZONE,YES,NO,SUSPICIOUS,
VPN-01008,2026-06-05T16:31:27Z,V001,ACC0041,192.0.2.138,DEV0081,SUCCESS,YES,6,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01009,2026-06-29T07:29:10Z,V013,ACC0025,192.0.2.139,DEV0049,SUCCESS,YES,167,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-01010,2026-06-07T00:21:46Z,V002,ACC0008,192.0.2.140,DEV0015,SUCCESS,YES,13,NetworkVendor,GATE-B,YES,NO,NORMAL,
VPN-01011,2026-06-29T18:53:28Z,V008,ACC0010,192.0.2.141,DEV0019,SUCCESS,YES,99,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-01012,2026-06-21T08:18:41Z,V017,ACC0013,192.0.2.142,DEV0025,SUCCESS,YES,95,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-01013,2026-06-22T10:28:12Z,V011,ACC0051,192.0.2.143,DEV0001,SUCCESS,YES,67,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01014,2026-06-28T09:59:44Z,V002,ACC0008,192.0.2.144,DEV0015,SUCCESS,YES,11,NetworkVendor,YARD-B,NO,NO,NORMAL,
VPN-01015,2026-06-17T06:54:55Z,V020,ACC0054,192.0.2.145,DEV0007,SUCCESS,YES,24,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-01016,2026-06-24T01:13:31Z,V012,ACC0058,192.0.2.146,DEV0015,SUCCESS,YES,48,NetworkVendor,YARD-A,YES,NO,NORMAL,
VPN-01017,2026-06-24T22:58:36Z,V015,ACC0019,192.0.2.147,DEV0037,SUCCESS,YES,118,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01018,2026-06-14T11:08:56Z,V020,ACC0014,192.0.2.148,DEV0027,SUCCESS,YES,164,AutomationVendor,YARD-C,NO,NO,NORMAL,
VPN-01019,2026-06-14T08:53:54Z,V020,ACC0054,192.0.2.149,DEV0007,SUCCESS,YES,47,AutomationVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01020,2026-06-11T10:21:34Z,V014,ACC0052,192.0.2.150,DEV0003,SUCCESS,YES,176,MaintenanceVendor,GATE-A,NO,NO,NORMAL,
VPN-01021,2026-06-02T22:11:27Z,V009,ACC0037,192.0.2.151,DEV0073,SUCCESS,YES,103,MaintenanceVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01022,2026-06-15T13:05:04Z,V012,ACC0018,192.0.2.152,DEV0035,SUCCESS,YES,79,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-01023,2026-06-24T13:41:19Z,V015,ACC0019,192.0.2.153,DEV0037,SUCCESS,YES,100,AutomationVendor,GATE-A,NO,NO,NORMAL,
VPN-01024,2026-06-04T06:00:27Z,V014,ACC0032,192.0.2.154,DEV0063,SUCCESS,YES,28,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01025,2026-06-26T02:24:37Z,V020,ACC0034,192.0.2.155,DEV0067,SUCCESS,YES,95,AutomationVendor,YARD-B,YES,NO,NORMAL,
VPN-01026,2026-06-05T20:27:00Z,V020,ACC0034,192.0.2.156,DEV0067,SUCCESS,YES,21,AutomationVendor,YARD-C,YES,NO,NORMAL,
VPN-01027,2026-06-13T00:21:12Z,V013,ACC0005,192.0.2.157,DEV0009,SUCCESS,YES,140,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01028,2026-06-21T08:07:27Z,V012,ACC0058,192.0.2.158,DEV0015,SUCCESS,YES,34,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-01029,2026-06-02T12:34:39Z,V018,ACC0060,192.0.2.159,DEV0019,SUCCESS,YES,9,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-01030,2026-06-05T19:08:47Z,V016,ACC0026,192.0.2.160,DEV0051,SUCCESS,YES,139,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01031,2026-06-10T17:33:12Z,V016,ACC0046,192.0.2.161,DEV0091,SUCCESS,YES,38,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01032,2026-06-04T22:23:00Z,V019,ACC0007,192.0.2.162,DEV0013,SUCCESS,YES,76,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-01033,2026-06-16T04:34:59Z,V013,ACC0025,192.0.2.163,DEV0049,SUCCESS,YES,87,YardVendor,YARD-B,YES,NO,NORMAL,
VPN-01034,2026-06-29T07:03:04Z,V010,ACC0044,192.0.2.164,DEV0087,SUCCESS,YES,178,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-01035,2026-06-15T10:16:45Z,V010,ACC0004,192.0.2.165,DEV0007,SUCCESS,YES,54,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01036,2026-06-22T02:52:18Z,V007,ACC0043,192.0.2.166,DEV0085,FAILURE,YES,67,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-01037,2026-06-25T12:16:50Z,V020,ACC0054,192.0.2.167,DEV0007,SUCCESS,YES,125,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01038,2026-06-03T07:52:14Z,V007,ACC0043,192.0.2.168,DEV0085,SUCCESS,YES,121,NetworkVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01039,2026-06-02T17:15:22Z,V016,ACC0046,192.0.2.169,DEV0091,SUCCESS,YES,108,CraneVendor,YARD-A,NO,NO,NORMAL,
VPN-01040,2026-06-29T17:23:34Z,V003,ACC0035,192.0.2.170,DEV0069,SUCCESS,YES,66,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01041,2026-06-08T06:26:21Z,V015,ACC0019,192.0.2.171,DEV0037,SUCCESS,YES,99,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01042,2026-06-13T07:35:17Z,V015,ACC0039,192.0.2.172,DEV0077,SUCCESS,YES,110,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01043,2026-06-11T00:00:21Z,V011,ACC0051,192.0.2.173,DEV0001,SUCCESS,YES,91,CraneVendor,YARD-A,YES,NO,NORMAL,
VPN-01044,2026-06-10T05:39:53Z,V015,ACC0059,192.0.2.174,DEV0017,SUCCESS,YES,71,AutomationVendor,GATE-A,YES,NO,NORMAL,
