event_id,timestamp,badge_id,person_type,gate_id,zone,access_result,direction,event_label,incident_id
PHY-00432,2026-06-05T09:07:33Z,BADGE-0068,Vendor,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00433,2026-06-06T12:55:34Z,BADGE-0090,Security,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00434,2026-06-10T10:48:20Z,BADGE-0061,Security,GATE-01,OT-ZONE,GRANTED,OUT,SUSPICIOUS,
PHY-00435,2026-06-14T07:43:12Z,BADGE-0089,Engineer,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00436,2026-06-18T17:51:45Z,BADGE-0120,Engineer,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00437,2026-06-21T04:17:51Z,BADGE-0003,Vendor,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00438,2026-06-13T11:18:33Z,BADGE-0079,Vendor,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00439,2026-06-05T02:44:23Z,BADGE-0006,Engineer,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00440,2026-06-19T05:05:03Z,BADGE-0071,Engineer,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00441,2026-06-02T16:50:11Z,BADGE-0006,Vendor,GATE-03,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00442,2026-06-20T04:52:39Z,BADGE-0098,Vendor,GATE-01,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00443,2026-06-25T02:22:07Z,BADGE-0021,Operator,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00444,2026-06-28T07:32:27Z,BADGE-0009,Security,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00445,2026-06-17T07:30:30Z,BADGE-0128,Security,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00446,2026-06-17T23:43:24Z,BADGE-0105,Vendor,GATE-04,GATE-B,GRANTED,OUT,NORMAL,
PHY-00447,2026-06-15T06:39:58Z,BADGE-0084,Engineer,GATE-04,YARD-B,GRANTED,OUT,SUSPICIOUS,
PHY-00448,2026-06-29T03:20:45Z,BADGE-0013,Engineer,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00449,2026-06-01T20:26:04Z,BADGE-0034,Engineer,GATE-04,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00450,2026-06-02T19:57:05Z,BADGE-0113,Security,GATE-03,YARD-B,GRANTED,OUT,NORMAL,
PHY-00451,2026-06-22T06:17:32Z,BADGE-0085,Security,GATE-04,GATE-B,GRANTED,OUT,NORMAL,
PHY-00452,2026-06-25T02:38:18Z,BADGE-0034,Vendor,GATE-01,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00453,2026-06-26T18:04:09Z,BADGE-0103,Vendor,GATE-01,GATE-B,GRANTED,IN,NORMAL,
PHY-00454,2026-06-19T23:18:31Z,BADGE-0029,Vendor,GATE-01,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00455,2026-06-04T09:37:24Z,BADGE-0138,Engineer,GATE-02,YARD-B,GRANTED,IN,NORMAL,
PHY-00456,2026-06-11T09:07:49Z,BADGE-0011,Engineer,GATE-01,YARD-A,GRANTED,IN,NORMAL,
PHY-00457,2026-06-24T06:25:43Z,BADGE-0127,Vendor,GATE-04,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00458,2026-06-15T08:47:36Z,BADGE-0044,Engineer,GATE-03,GATE-A,GRANTED,IN,NORMAL,
PHY-00459,2026-06-30T22:54:50Z,BADGE-0111,Operator,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00460,2026-06-12T06:08:16Z,BADGE-0046,Security,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00461,2026-06-23T11:54:47Z,BADGE-0079,Security,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00462,2026-06-15T03:16:26Z,BADGE-0037,Security,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00463,2026-06-03T22:41:14Z,BADGE-0092,Engineer,GATE-04,YARD-B,GRANTED,OUT,NORMAL,
PHY-00464,2026-06-09T12:52:03Z,BADGE-0045,Operator,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00465,2026-06-01T11:59:41Z,BADGE-0074,Operator,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00466,2026-06-13T14:23:21Z,BADGE-0061,Vendor,GATE-01,YARD-C,GRANTED,OUT,NORMAL,
PHY-00467,2026-06-04T10:46:44Z,BADGE-0064,Engineer,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00468,2026-06-29T22:38:05Z,BADGE-0122,Operator,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00469,2026-06-24T11:09:13Z,BADGE-0114,Engineer,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00470,2026-06-02T05:57:29Z,BADGE-0091,Engineer,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00471,2026-06-05T20:39:09Z,BADGE-0015,Operator,GATE-01,GATE-A,GRANTED,IN,NORMAL,
PHY-00472,2026-06-05T18:53:14Z,BADGE-0062,Vendor,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00473,2026-06-04T15:56:55Z,BADGE-0092,Engineer,GATE-01,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00474,2026-06-29T16:00:57Z,BADGE-0015,Vendor,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00475,2026-06-11T18:56:39Z,BADGE-0122,Security,GATE-02,GATE-A,GRANTED,OUT,NORMAL,
PHY-00476,2026-06-25T05:09:06Z,BADGE-0026,Vendor,GATE-01,GATE-B,GRANTED,OUT,NORMAL,
PHY-00477,2026-06-24T00:18:17Z,BADGE-0132,Security,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00478,2026-06-12T15:15:37Z,BADGE-0087,Security,GATE-04,GATE-B,GRANTED,OUT,NORMAL,
PHY-00479,2026-06-09T15:38:43Z,BADGE-0006,Engineer,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00480,2026-06-25T09:22:47Z,BADGE-0115,Vendor,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00481,2026-06-18T19:31:22Z,BADGE-0065,Engineer,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00482,2026-06-23T12:43:52Z,BADGE-0090,Vendor,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00483,2026-06-23T13:13:22Z,BADGE-0055,Operator,GATE-01,YARD-A,GRANTED,IN,NORMAL,
PHY-00484,2026-06-12T07:03:10Z,BADGE-0145,Engineer,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00485,2026-06-21T15:18:28Z,BADGE-0103,Security,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00486,2026-06-16T23:20:19Z,BADGE-0104,Engineer,GATE-01,YARD-B,GRANTED,OUT,NORMAL,
PHY-00487,2026-06-09T03:23:50Z,BADGE-0016,Vendor,GATE-02,YARD-B,GRANTED,IN,NORMAL,
PHY-00488,2026-06-02T23:46:37Z,BADGE-0113,Security,GATE-04,CRANE-ZONE,GRANTED,OUT,SUSPICIOUS,
PHY-00489,2026-06-05T19:14:28Z,BADGE-0068,Vendor,GATE-02,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00490,2026-06-05T06:44:14Z,BADGE-0130,Security,GATE-04,GATE-A,GRANTED,OUT,SUSPICIOUS,
PHY-00491,2026-06-16T14:41:48Z,BADGE-0148,Engineer,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00492,2026-06-08T15:32:06Z,BADGE-0068,Engineer,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00493,2026-06-21T07:41:04Z,BADGE-0048,Engineer,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00494,2026-06-22T02:47:07Z,BADGE-0149,Vendor,GATE-03,GATE-B,GRANTED,OUT,NORMAL,
PHY-00495,2026-06-18T15:51:11Z,BADGE-0117,Vendor,GATE-03,GATE-A,GRANTED,IN,NORMAL,
PHY-00496,2026-06-12T18:31:28Z,BADGE-0018,Engineer,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00497,2026-06-04T09:35:28Z,BADGE-0107,Engineer,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00498,2026-06-06T11:54:34Z,BADGE-0149,Security,GATE-04,GATE-A,GRANTED,IN,NORMAL,
PHY-00499,2026-06-09T08:20:12Z,BADGE-0058,Engineer,GATE-03,GATE-A,GRANTED,IN,NORMAL,
PHY-00500,2026-06-14T01:18:52Z,BADGE-0055,Engineer,GATE-03,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00501,2026-06-08T19:37:26Z,BADGE-0135,Operator,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00502,2026-06-25T09:19:01Z,BADGE-0037,Operator,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00503,2026-06-08T03:37:07Z,BADGE-0062,Security,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00504,2026-06-05T12:51:26Z,BADGE-0041,Security,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00505,2026-06-27T19:43:16Z,BADGE-0140,Vendor,GATE-01,GATE-B,GRANTED,IN,NORMAL,
PHY-00506,2026-06-17T16:48:08Z,BADGE-0014,Engineer,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00507,2026-06-08T13:57:19Z,BADGE-0087,Operator,GATE-01,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00508,2026-06-06T11:18:44Z,BADGE-0089,Security,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00509,2026-06-04T04:47:25Z,BADGE-0064,Vendor,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00510,2026-06-08T02:26:30Z,BADGE-0064,Security,GATE-02,YARD-A,GRANTED,OUT,NORMAL,
PHY-00511,2026-06-06T05:22:50Z,BADGE-0129,Operator,GATE-03,GATE-A,GRANTED,IN,NORMAL,
PHY-00512,2026-06-17T14:33:35Z,BADGE-0019,Engineer,GATE-01,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00513,2026-06-17T04:59:58Z,BADGE-0079,Vendor,GATE-03,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00514,2026-06-01T22:50:30Z,BADGE-0128,Vendor,GATE-03,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00515,2026-06-17T16:12:21Z,BADGE-0115,Security,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00516,2026-06-21T22:32:09Z,BADGE-0056,Engineer,GATE-02,YARD-A,GRANTED,OUT,NORMAL,
PHY-00517,2026-06-28T13:05:23Z,BADGE-0092,Security,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00518,2026-06-09T14:37:05Z,BADGE-0102,Operator,GATE-03,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00519,2026-06-29T23:34:07Z,BADGE-0141,Security,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00520,2026-06-24T23:37:20Z,BADGE-0035,Vendor,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00521,2026-06-20T18:38:33Z,BADGE-0026,Operator,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00522,2026-06-25T01:56:29Z,BADGE-0112,Operator,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00523,2026-06-04T23:28:46Z,BADGE-0111,Operator,GATE-01,YARD-C,GRANTED,OUT,NORMAL,
PHY-00524,2026-06-08T19:26:13Z,BADGE-0123,Vendor,GATE-03,YARD-B,GRANTED,OUT,NORMAL,
PHY-00525,2026-06-20T04:18:21Z,BADGE-0076,Engineer,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00526,2026-06-27T07:15:16Z,BADGE-0108,Engineer,GATE-02,YARD-A,GRANTED,OUT,NORMAL,
PHY-00527,2026-06-19T01:48:13Z,BADGE-0072,Operator,GATE-02,GATE-B,GRANTED,OUT,NORMAL,
PHY-00528,2026-06-09T15:45:09Z,BADGE-0072,Security,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00529,2026-06-21T20:28:26Z,BADGE-0009,Engineer,GATE-03,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00530,2026-06-05T02:59:02Z,BADGE-0103,Operator,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00531,2026-06-23T05:57:21Z,BADGE-0041,Security,GATE-02,GATE-B,GRANTED,OUT,NORMAL,
PHY-00532,2026-06-24T11:09:22Z,BADGE-0098,Vendor,GATE-01,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00533,2026-06-30T13:29:58Z,BADGE-0060,Vendor,GATE-03,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00534,2026-06-07T07:17:22Z,BADGE-0115,Operator,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00535,2026-06-30T21:53:30Z,BADGE-0126,Vendor,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00536,2026-06-06T08:38:18Z,BADGE-0142,Vendor,GATE-02,YARD-C,GRANTED,IN,SUSPICIOUS,
PHY-00537,2026-06-21T23:32:03Z,BADGE-0035,Security,GATE-04,YARD-A,GRANTED,OUT,NORMAL,
PHY-00538,2026-06-25T18:56:21Z,BADGE-0029,Vendor,GATE-03,YARD-B,GRANTED,OUT,NORMAL,
PHY-00539,2026-06-21T01:21:32Z,BADGE-0052,Operator,GATE-04,GATE-B,DENIED,IN,SUSPICIOUS,
PHY-00540,2026-06-27T22:35:41Z,BADGE-0043,Operator,GATE-01,GATE-A,GRANTED,OUT,NORMAL,
PHY-00541,2026-06-17T13:47:11Z,BADGE-0038,Engineer,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00542,2026-06-26T13:15:05Z,BADGE-0023,Security,GATE-02,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00543,2026-06-27T12:48:11Z,BADGE-0012,Operator,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00544,2026-06-20T07:39:01Z,BADGE-0126,Engineer,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00545,2026-06-24T19:15:18Z,BADGE-0039,Operator,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00546,2026-06-12T13:53:21Z,BADGE-0038,Vendor,GATE-04,YARD-A,GRANTED,OUT,SUSPICIOUS,
PHY-00547,2026-06-14T23:06:26Z,BADGE-0107,Engineer,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00548,2026-06-16T23:29:32Z,BADGE-0024,Engineer,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00549,2026-06-14T23:52:20Z,BADGE-0043,Vendor,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00550,2026-06-24T15:20:44Z,BADGE-0038,Vendor,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00551,2026-06-28T14:42:04Z,BADGE-0097,Vendor,GATE-01,YARD-C,GRANTED,OUT,NORMAL,
PHY-00552,2026-06-21T09:23:51Z,BADGE-0009,Vendor,GATE-01,GATE-A,GRANTED,OUT,NORMAL,
PHY-00553,2026-06-25T18:44:25Z,BADGE-0002,Vendor,GATE-04,YARD-A,GRANTED,OUT,NORMAL,
PHY-00554,2026-06-08T01:52:00Z,BADGE-0069,Vendor,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00555,2026-06-15T17:14:53Z,BADGE-0097,Operator,GATE-04,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00556,2026-06-20T19:11:55Z,BADGE-0142,Engineer,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00557,2026-06-25T17:53:12Z,BADGE-0110,Vendor,GATE-04,GATE-B,GRANTED,OUT,NORMAL,
PHY-00558,2026-06-10T08:11:17Z,BADGE-0149,Operator,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00559,2026-06-10T02:30:17Z,BADGE-0036,Vendor,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00560,2026-06-29T19:21:41Z,BADGE-0014,Vendor,GATE-02,GATE-A,GRANTED,OUT,NORMAL,
PHY-00561,2026-06-15T05:12:56Z,BADGE-0084,Engineer,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00562,2026-06-10T21:06:56Z,BADGE-0018,Engineer,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00563,2026-06-02T18:10:15Z,BADGE-0138,Vendor,GATE-04,YARD-C,GRANTED,OUT,NORMAL,
PHY-00564,2026-06-14T17:46:19Z,BADGE-0035,Vendor,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00565,2026-06-30T11:17:48Z,BADGE-0114,Operator,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00566,2026-06-18T18:24:43Z,BADGE-0027,Vendor,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00567,2026-06-11T08:58:34Z,BADGE-0088,Operator,GATE-02,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00568,2026-06-25T03:11:41Z,BADGE-0063,Operator,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00569,2026-06-15T05:04:49Z,BADGE-0141,Vendor,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00570,2026-06-08T15:27:58Z,BADGE-0036,Engineer,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00571,2026-06-25T23:43:27Z,BADGE-0132,Operator,GATE-04,GATE-A,GRANTED,IN,NORMAL,
PHY-00572,2026-06-30T09:27:48Z,BADGE-0149,Operator,GATE-01,YARD-B,GRANTED,IN,NORMAL,
PHY-00573,2026-06-03T22:36:27Z,BADGE-0135,Vendor,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00574,2026-06-05T00:51:18Z,BADGE-0090,Security,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00575,2026-06-16T11:53:51Z,BADGE-0134,Security,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00576,2026-06-15T16:05:26Z,BADGE-0004,Security,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00577,2026-06-19T06:50:07Z,BADGE-0079,Engineer,GATE-01,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00578,2026-06-28T11:17:05Z,BADGE-0026,Engineer,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00579,2026-06-07T16:25:16Z,BADGE-0004,Vendor,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00580,2026-06-23T17:01:56Z,BADGE-0075,Security,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00581,2026-06-01T13:40:51Z,BADGE-0104,Operator,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00582,2026-06-18T16:12:37Z,BADGE-0021,Operator,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00583,2026-06-22T17:43:08Z,BADGE-0091,Operator,GATE-01,GATE-B,GRANTED,IN,NORMAL,
PHY-00584,2026-06-24T04:51:59Z,BADGE-0034,Vendor,GATE-03,YARD-B,GRANTED,OUT,NORMAL,
PHY-00585,2026-06-27T17:18:56Z,BADGE-0059,Operator,GATE-01,YARD-A,GRANTED,OUT,NORMAL,
PHY-00586,2026-06-14T17:00:11Z,BADGE-0035,Engineer,GATE-02,GATE-B,GRANTED,OUT,NORMAL,
PHY-00587,2026-06-09T22:17:10Z,BADGE-0013,Engineer,GATE-04,YARD-A,GRANTED,IN,NORMAL,
PHY-00588,2026-06-17T00:23:40Z,BADGE-0029,Vendor,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00589,2026-06-12T12:37:06Z,BADGE-0102,Security,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00590,2026-06-08T14:16:34Z,BADGE-0040,Vendor,GATE-03,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00591,2026-06-18T17:24:46Z,BADGE-0017,Operator,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00592,2026-06-09T12:32:16Z,BADGE-0070,Operator,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00593,2026-06-07T05:06:28Z,BADGE-0124,Security,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00594,2026-06-01T04:51:10Z,BADGE-0013,Security,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00595,2026-06-28T20:13:45Z,BADGE-0059,Engineer,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00596,2026-06-14T11:37:16Z,BADGE-0120,Engineer,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00597,2026-06-08T17:35:13Z,BADGE-0095,Engineer,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00598,2026-06-22T00:12:39Z,BADGE-0022,Operator,GATE-01,YARD-B,GRANTED,IN,NORMAL,
PHY-00599,2026-06-14T03:26:43Z,BADGE-0103,Security,GATE-01,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00600,2026-06-28T23:30:56Z,BADGE-0146,Security,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00601,2026-06-22T17:37:51Z,BADGE-0055,Engineer,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00602,2026-06-02T07:33:57Z,BADGE-0017,Security,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00603,2026-06-14T07:00:28Z,BADGE-0124,Operator,GATE-03,YARD-A,GRANTED,OUT,SUSPICIOUS,
PHY-00604,2026-06-01T19:56:41Z,BADGE-0097,Security,GATE-03,YARD-B,GRANTED,OUT,NORMAL,
PHY-00605,2026-06-08T12:54:42Z,BADGE-0137,Security,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00606,2026-06-24T07:47:21Z,BADGE-0059,Operator,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00607,2026-06-15T12:31:24Z,BADGE-0061,Vendor,GATE-02,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00608,2026-06-30T10:59:02Z,BADGE-0097,Vendor,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00609,2026-06-21T02:50:12Z,BADGE-0033,Operator,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00610,2026-06-22T03:15:10Z,BADGE-0122,Security,GATE-03,GATE-B,GRANTED,OUT,NORMAL,
PHY-00611,2026-06-25T23:35:43Z,BADGE-0016,Engineer,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00612,2026-06-10T07:05:12Z,BADGE-0007,Security,GATE-02,YARD-B,GRANTED,IN,NORMAL,
PHY-00613,2026-06-28T01:53:40Z,BADGE-0003,Operator,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00614,2026-06-03T05:30:07Z,BADGE-0130,Vendor,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00615,2026-06-02T19:05:33Z,BADGE-0121,Vendor,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00616,2026-06-15T05:07:58Z,BADGE-0130,Operator,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00617,2026-06-21T18:12:30Z,BADGE-0122,Engineer,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00618,2026-06-08T21:18:40Z,BADGE-0006,Vendor,GATE-01,YARD-A,GRANTED,OUT,NORMAL,
PHY-00619,2026-06-16T17:08:23Z,BADGE-0034,Vendor,GATE-04,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00620,2026-06-18T07:56:10Z,BADGE-0098,Engineer,GATE-01,YARD-A,GRANTED,OUT,NORMAL,
PHY-00621,2026-06-30T00:48:58Z,BADGE-0081,Engineer,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00622,2026-06-22T05:29:11Z,BADGE-0127,Engineer,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00623,2026-06-15T07:49:38Z,BADGE-0093,Operator,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00624,2026-06-09T08:40:04Z,BADGE-0091,Engineer,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00625,2026-06-21T00:20:14Z,BADGE-0050,Security,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00626,2026-06-11T19:00:39Z,BADGE-0129,Engineer,GATE-02,YARD-B,GRANTED,IN,NORMAL,
PHY-00627,2026-06-21T22:24:49Z,BADGE-0133,Vendor,GATE-01,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00628,2026-06-05T16:07:14Z,BADGE-0094,Security,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00629,2026-06-26T21:14:55Z,BADGE-0004,Engineer,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00630,2026-06-25T12:16:52Z,BADGE-0024,Engineer,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00631,2026-06-06T12:28:59Z,BADGE-0070,Operator,GATE-03,YARD-B,GRANTED,OUT,NORMAL,
PHY-00632,2026-06-13T09:46:31Z,BADGE-0117,Security,GATE-03,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00633,2026-06-23T13:33:31Z,BADGE-0010,Engineer,GATE-03,YARD-A,GRANTED,IN,SUSPICIOUS,
PHY-00634,2026-06-19T02:21:41Z,BADGE-0105,Vendor,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00635,2026-06-25T12:34:17Z,BADGE-0139,Engineer,GATE-02,YARD-B,GRANTED,IN,NORMAL,
PHY-00636,2026-06-04T02:51:26Z,BADGE-0008,Engineer,GATE-03,GATE-B,GRANTED,OUT,NORMAL,
PHY-00637,2026-06-23T21:52:37Z,BADGE-0150,Security,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00638,2026-06-18T03:09:56Z,BADGE-0027,Vendor,GATE-01,YARD-B,GRANTED,IN,NORMAL,
PHY-00639,2026-06-08T16:17:53Z,BADGE-0096,Operator,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00640,2026-06-17T19:48:31Z,BADGE-0038,Engineer,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00641,2026-06-17T06:59:47Z,BADGE-0046,Security,GATE-01,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00642,2026-06-01T00:37:17Z,BADGE-0077,Vendor,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00643,2026-06-26T15:03:19Z,BADGE-0011,Operator,GATE-01,GATE-A,GRANTED,IN,NORMAL,
PHY-00644,2026-06-18T13:08:30Z,BADGE-0134,Vendor,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00645,2026-06-25T02:43:36Z,BADGE-0002,Engineer,GATE-03,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00646,2026-06-14T02:36:00Z,BADGE-0101,Vendor,GATE-03,GATE-B,GRANTED,OUT,NORMAL,
PHY-00647,2026-06-12T17:45:00Z,BADGE-0061,Operator,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
